,Column 1,random order,unique_id,tabu tenure,first x,size,time binned,Goalfunction
54,0,False,10medium,10,1,medium,54,0.0
55,0,False,10medium,10,1,medium,55,0.0
56,0,False,10medium,10,1,medium,56,0.0
57,0,False,10medium,10,1,medium,57,0.0
58,0,False,10medium,10,1,medium,58,0.0
59,0,False,10medium,10,1,medium,59,0.0
60,0,False,10medium,10,1,medium,60,0.0
61,0,False,10medium,10,1,medium,61,0.0
62,1,False,10medium,10,5,medium,0,8394.789127799999
63,1,False,10medium,10,5,medium,1,7964.8601507
64,1,False,10medium,10,5,medium,2,7762.883424500001
65,1,False,10medium,10,5,medium,3,7536.9761324
66,1,False,10medium,10,5,medium,4,7091.024318899999
67,1,False,10medium,10,5,medium,5,6503.3060428
68,1,False,10medium,10,5,medium,6,6191.558102
69,1,False,10medium,10,5,medium,7,5885.2338573
70,1,False,10medium,10,5,medium,8,5474.7219102
71,1,False,10medium,10,5,medium,9,5018.2252916
72,1,False,10medium,10,5,medium,10,4795.336966
73,1,False,10medium,10,5,medium,11,4479.7981112
74,1,False,10medium,10,5,medium,12,4274.4585496
75,1,False,10medium,10,5,medium,13,4132.0903462999995
76,1,False,10medium,10,5,medium,14,4034.2998134000004
77,1,False,10medium,10,5,medium,15,3962.5492077
78,1,False,10medium,10,5,medium,16,3790.0708713
79,1,False,10medium,10,5,medium,17,3684.1073275
80,1,False,10medium,10,5,medium,18,3597.7499846999995
81,1,False,10medium,10,5,medium,19,3529.4610363000006
82,1,False,10medium,10,5,medium,20,3492.3373025
83,1,False,10medium,10,5,medium,21,3404.8654753
84,1,False,10medium,10,5,medium,22,3231.7035811
85,1,False,10medium,10,5,medium,23,2850.9713927
86,1,False,10medium,10,5,medium,24,2734.9298133
87,1,False,10medium,10,5,medium,25,2596.2577922
88,1,False,10medium,10,5,medium,26,2489.7128194
89,1,False,10medium,10,5,medium,27,2079.579929
90,1,False,10medium,10,5,medium,28,2011.4978349
91,1,False,10medium,10,5,medium,29,1952.9220048
92,1,False,10medium,10,5,medium,30,1831.5924816
93,1,False,10medium,10,5,medium,31,1796.8008452
94,1,False,10medium,10,5,medium,32,1686.5736667999997
95,1,False,10medium,10,5,medium,33,1608.5941652000001
96,1,False,10medium,10,5,medium,34,1546.105977
97,1,False,10medium,10,5,medium,35,1523.5695889
98,1,False,10medium,10,5,medium,36,1408.9922166
99,1,False,10medium,10,5,medium,37,1346.2414705
100,1,False,10medium,10,5,medium,38,1311.0000818
101,1,False,10medium,10,5,medium,39,1207.8325237
102,1,False,10medium,10,5,medium,40,1177.14984
103,1,False,10medium,10,5,medium,41,1083.5915573
104,1,False,10medium,10,5,medium,42,1041.3154155
105,1,False,10medium,10,5,medium,43,1019.7523181
106,1,False,10medium,10,5,medium,44,917.39994396
107,1,False,10medium,10,5,medium,45,867.51692504
108,1,False,10medium,10,5,medium,46,827.14161473
109,1,False,10medium,10,5,medium,47,827.14161473
110,1,False,10medium,10,5,medium,48,763.27768398
111,1,False,10medium,10,5,medium,49,745.63780631
112,1,False,10medium,10,5,medium,50,600.4185963
113,1,False,10medium,10,5,medium,51,546.32617737
114,1,False,10medium,10,5,medium,52,416.22443733
115,1,False,10medium,10,5,medium,53,306.51093056
116,1,False,10medium,10,5,medium,54,246.2348918
117,1,False,10medium,10,5,medium,55,246.2348918
118,1,False,10medium,10,5,medium,56,175.75967617
119,1,False,10medium,10,5,medium,57,175.75967617
120,1,False,10medium,10,5,medium,58,101.71446404
121,1,False,10medium,10,5,medium,59,0.0
122,1,False,10medium,10,5,medium,60,0.0
123,1,False,10medium,10,5,medium,61,0.0
124,2,False,10medium,10,10,medium,0,8363.6053764
125,2,False,10medium,10,10,medium,1,7810.9420111
126,2,False,10medium,10,10,medium,2,7382.9243889
127,2,False,10medium,10,10,medium,3,6948.766482800001
128,2,False,10medium,10,10,medium,4,6523.823517899999
129,2,False,10medium,10,10,medium,5,6148.2120223
130,2,False,10medium,10,10,medium,6,5863.1566798
131,2,False,10medium,10,10,medium,7,5794.7466014
132,2,False,10medium,10,10,medium,8,5525.6066284
133,2,False,10medium,10,10,medium,9,5453.9790061
134,2,False,10medium,10,10,medium,10,5444.0413272
135,2,False,10medium,10,10,medium,11,5088.0874975
136,2,False,10medium,10,10,medium,12,4730.390462300001
137,2,False,10medium,10,10,medium,13,4381.1597726
138,2,False,10medium,10,10,medium,14,4294.8024299
139,2,False,10medium,10,10,medium,15,4066.3318728
140,2,False,10medium,10,10,medium,16,4031.4085696
141,2,False,10medium,10,10,medium,17,3778.6065998000004
142,2,False,10medium,10,10,medium,18,3674.9788988000005
143,2,False,10medium,10,10,medium,19,3547.9320172
144,2,False,10medium,10,10,medium,20,3236.2986241
145,2,False,10medium,10,10,medium,21,3139.7370124000004
146,2,False,10medium,10,10,medium,22,2999.0921306999994
147,2,False,10medium,10,10,medium,23,2554.628271
148,2,False,10medium,10,10,medium,24,2554.628271
149,2,False,10medium,10,10,medium,25,2077.0829594
150,2,False,10medium,10,10,medium,26,1874.7439098999998
151,2,False,10medium,10,10,medium,27,1675.432281
152,2,False,10medium,10,10,medium,28,1515.5929738
153,2,False,10medium,10,10,medium,29,1377.184027
154,2,False,10medium,10,10,medium,30,1253.0568888
155,2,False,10medium,10,10,medium,31,1189.0391207
156,2,False,10medium,10,10,medium,32,1189.0391207
157,2,False,10medium,10,10,medium,33,990.3029962000002
158,2,False,10medium,10,10,medium,34,930.3856923000001
159,2,False,10medium,10,10,medium,35,923.08305178
160,2,False,10medium,10,10,medium,36,835.49365657
161,2,False,10medium,10,10,medium,37,753.48691793
162,2,False,10medium,10,10,medium,38,644.28980988
163,2,False,10medium,10,10,medium,39,450.07201643
164,2,False,10medium,10,10,medium,40,387.41464826
165,2,False,10medium,10,10,medium,41,226.25748548
166,2,False,10medium,10,10,medium,42,173.08443101
167,2,False,10medium,10,10,medium,43,132.23755175
168,2,False,10medium,10,10,medium,44,95.113818011
169,2,False,10medium,10,10,medium,45,0.0
170,2,False,10medium,10,10,medium,46,0.0
171,2,False,10medium,10,10,medium,47,0.0
172,2,False,10medium,10,10,medium,48,0.0
173,2,False,10medium,10,10,medium,49,0.0
174,2,False,10medium,10,10,medium,50,0.0
175,2,False,10medium,10,10,medium,51,0.0
176,2,False,10medium,10,10,medium,52,0.0
177,2,False,10medium,10,10,medium,53,0.0
178,2,False,10medium,10,10,medium,54,0.0
179,2,False,10medium,10,10,medium,55,0.0
180,2,False,10medium,10,10,medium,56,0.0
181,2,False,10medium,10,10,medium,57,0.0
182,2,False,10medium,10,10,medium,58,0.0
183,2,False,10medium,10,10,medium,59,0.0
184,2,False,10medium,10,10,medium,60,0.0
185,2,False,10medium,10,10,medium,61,0.0
186,3,False,10medium,50,1,medium,0,11443.791606
187,3,False,10medium,50,1,medium,1,11284.189922
188,3,False,10medium,50,1,medium,2,10998.162769
189,3,False,10medium,50,1,medium,3,10823.683361
190,3,False,10medium,50,1,medium,4,10786.091147
191,3,False,10medium,50,1,medium,5,10446.913947
192,3,False,10medium,50,1,medium,6,9905.7219278
193,3,False,10medium,50,1,medium,7,9721.558495799998
194,3,False,10medium,50,1,medium,8,9030.265793999999
195,3,False,10medium,50,1,medium,9,8792.0578863
196,3,False,10medium,50,1,medium,10,8174.808586900001
197,3,False,10medium,50,1,medium,11,5402.3003204
198,3,False,10medium,50,1,medium,12,1234.0702432
199,3,False,10medium,50,1,medium,13,418.46265264
200,3,False,10medium,50,1,medium,14,243.13168916
201,3,False,10medium,50,1,medium,15,0.0
202,3,False,10medium,50,1,medium,16,0.0
203,3,False,10medium,50,1,medium,17,0.0
204,3,False,10medium,50,1,medium,18,0.0
205,3,False,10medium,50,1,medium,19,0.0
206,3,False,10medium,50,1,medium,20,0.0
207,3,False,10medium,50,1,medium,21,0.0
208,3,False,10medium,50,1,medium,22,0.0
209,3,False,10medium,50,1,medium,23,0.0
210,3,False,10medium,50,1,medium,24,0.0
211,3,False,10medium,50,1,medium,25,0.0
212,3,False,10medium,50,1,medium,26,0.0
213,3,False,10medium,50,1,medium,27,0.0
214,3,False,10medium,50,1,medium,28,0.0
215,3,False,10medium,50,1,medium,29,0.0
216,3,False,10medium,50,1,medium,30,0.0
217,3,False,10medium,50,1,medium,31,0.0
218,3,False,10medium,50,1,medium,32,0.0
219,3,False,10medium,50,1,medium,33,0.0
220,3,False,10medium,50,1,medium,34,0.0
221,3,False,10medium,50,1,medium,35,0.0
222,3,False,10medium,50,1,medium,36,0.0
223,3,False,10medium,50,1,medium,37,0.0
224,3,False,10medium,50,1,medium,38,0.0
225,3,False,10medium,50,1,medium,39,0.0
226,3,False,10medium,50,1,medium,40,0.0
227,3,False,10medium,50,1,medium,41,0.0
228,3,False,10medium,50,1,medium,42,0.0
229,3,False,10medium,50,1,medium,43,0.0
230,3,False,10medium,50,1,medium,44,0.0
231,3,False,10medium,50,1,medium,45,0.0
232,3,False,10medium,50,1,medium,46,0.0
233,3,False,10medium,50,1,medium,47,0.0
234,3,False,10medium,50,1,medium,48,0.0
235,3,False,10medium,50,1,medium,49,0.0
236,3,False,10medium,50,1,medium,50,0.0
237,3,False,10medium,50,1,medium,51,0.0
238,3,False,10medium,50,1,medium,52,0.0
239,3,False,10medium,50,1,medium,53,0.0
240,3,False,10medium,50,1,medium,54,0.0
241,3,False,10medium,50,1,medium,55,0.0
242,3,False,10medium,50,1,medium,56,0.0
243,3,False,10medium,50,1,medium,57,0.0
244,3,False,10medium,50,1,medium,58,0.0
245,3,False,10medium,50,1,medium,59,0.0
246,3,False,10medium,50,1,medium,60,0.0
247,3,False,10medium,50,1,medium,61,0.0
248,4,False,10medium,50,5,medium,0,8464.8811095
249,4,False,10medium,50,5,medium,1,8109.7771597
250,4,False,10medium,50,5,medium,2,7862.8348186
251,4,False,10medium,50,5,medium,3,7574.044027399999
252,4,False,10medium,50,5,medium,4,7290.9682189
253,4,False,10medium,50,5,medium,5,6752.1719338
254,4,False,10medium,50,5,medium,6,6410.5860581
255,4,False,10medium,50,5,medium,7,6037.3327126
256,4,False,10medium,50,5,medium,8,5736.8326479
257,4,False,10medium,50,5,medium,9,5231.1271179
258,4,False,10medium,50,5,medium,10,4897.9960142
259,4,False,10medium,50,5,medium,11,4795.336966
260,4,False,10medium,50,5,medium,12,4349.925387899999
261,4,False,10medium,50,5,medium,13,4274.4585496
262,4,False,10medium,50,5,medium,14,4132.0903462999995
263,4,False,10medium,50,5,medium,15,3962.5492077
264,4,False,10medium,50,5,medium,16,3909.5047264
265,4,False,10medium,50,5,medium,17,3790.0708713
266,4,False,10medium,50,5,medium,18,3684.1073275
267,4,False,10medium,50,5,medium,19,3597.7499846999995
268,4,False,10medium,50,5,medium,20,3529.4610363000006
269,4,False,10medium,50,5,medium,21,3492.3373025
270,4,False,10medium,50,5,medium,22,3404.8654753
271,4,False,10medium,50,5,medium,23,3231.7035811
272,4,False,10medium,50,5,medium,24,2850.9713927
273,4,False,10medium,50,5,medium,25,2734.9298133
274,4,False,10medium,50,5,medium,26,2596.2577922
275,4,False,10medium,50,5,medium,27,2489.7128194
276,4,False,10medium,50,5,medium,28,2276.536212
277,4,False,10medium,50,5,medium,29,2011.4978349
278,4,False,10medium,50,5,medium,30,1952.9220048
279,4,False,10medium,50,5,medium,31,1952.9220048
280,4,False,10medium,50,5,medium,32,1796.8008452
281,4,False,10medium,50,5,medium,33,1686.5736667999997
282,4,False,10medium,50,5,medium,34,1608.5941652000001
283,4,False,10medium,50,5,medium,35,1546.105977
284,4,False,10medium,50,5,medium,36,1523.5695889
285,4,False,10medium,50,5,medium,37,1408.9922166
286,4,False,10medium,50,5,medium,38,1384.2925907
287,4,False,10medium,50,5,medium,39,1346.2414705
288,4,False,10medium,50,5,medium,40,1311.0000818
289,4,False,10medium,50,5,medium,41,1207.8325237
290,4,False,10medium,50,5,medium,42,1177.14984
291,4,False,10medium,50,5,medium,43,1083.5915573
292,4,False,10medium,50,5,medium,44,1041.3154155
293,4,False,10medium,50,5,medium,45,1019.7523181
294,4,False,10medium,50,5,medium,46,917.39994396
295,4,False,10medium,50,5,medium,47,867.51692504
296,4,False,10medium,50,5,medium,48,827.14161473
297,4,False,10medium,50,5,medium,49,763.27768398
298,4,False,10medium,50,5,medium,50,745.63780631
299,4,False,10medium,50,5,medium,51,600.4185963
300,4,False,10medium,50,5,medium,52,546.32617737
301,4,False,10medium,50,5,medium,53,546.32617737
302,4,False,10medium,50,5,medium,54,416.22443733
303,4,False,10medium,50,5,medium,55,306.51093056
304,4,False,10medium,50,5,medium,56,246.2348918
305,4,False,10medium,50,5,medium,57,246.2348918
306,4,False,10medium,50,5,medium,58,175.75967617
307,4,False,10medium,50,5,medium,59,175.75967617
308,4,False,10medium,50,5,medium,60,101.71446404
309,4,False,10medium,50,5,medium,61,101.71446404
310,5,False,10medium,50,10,medium,0,8363.6053764
311,5,False,10medium,50,10,medium,1,7810.9420111
312,5,False,10medium,50,10,medium,2,7382.9243889
313,5,False,10medium,50,10,medium,3,6731.026112899999
314,5,False,10medium,50,10,medium,4,6523.823517899999
315,5,False,10medium,50,10,medium,5,6148.2120223
316,5,False,10medium,50,10,medium,6,5863.1566798
317,5,False,10medium,50,10,medium,7,5563.067766300001
318,5,False,10medium,50,10,medium,8,5525.6066284
319,5,False,10medium,50,10,medium,9,5453.9790061
320,5,False,10medium,50,10,medium,10,5250.5594008
321,5,False,10medium,50,10,medium,11,4874.9108901
322,5,False,10medium,50,10,medium,12,4482.3478527
323,5,False,10medium,50,10,medium,13,4381.1597726
324,5,False,10medium,50,10,medium,14,4208.8877545000005
325,5,False,10medium,50,10,medium,15,4066.3318728
326,5,False,10medium,50,10,medium,16,3778.6065998000004
327,5,False,10medium,50,10,medium,17,3674.9788988000005
328,5,False,10medium,50,10,medium,18,3547.9320172
329,5,False,10medium,50,10,medium,19,3368.9326338
330,5,False,10medium,50,10,medium,20,3236.2986241
331,5,False,10medium,50,10,medium,21,2999.0921306999994
332,5,False,10medium,50,10,medium,22,2855.6345703
333,5,False,10medium,50,10,medium,23,2554.628271
334,5,False,10medium,50,10,medium,24,2261.8028614
335,5,False,10medium,50,10,medium,25,1874.7439098999998
336,5,False,10medium,50,10,medium,26,1675.432281
337,5,False,10medium,50,10,medium,27,1515.5929738
338,5,False,10medium,50,10,medium,28,1377.184027
339,5,False,10medium,50,10,medium,29,1253.0568888
340,5,False,10medium,50,10,medium,30,1189.0391207
341,5,False,10medium,50,10,medium,31,1189.0391207
342,5,False,10medium,50,10,medium,32,990.3029962000002
343,5,False,10medium,50,10,medium,33,930.3856923000001
344,5,False,10medium,50,10,medium,34,923.08305178
345,5,False,10medium,50,10,medium,35,835.49365657
346,5,False,10medium,50,10,medium,36,753.48691793
347,5,False,10medium,50,10,medium,37,644.28980988
348,5,False,10medium,50,10,medium,38,450.07201643
349,5,False,10medium,50,10,medium,39,387.41464826
350,5,False,10medium,50,10,medium,40,226.25748548
351,5,False,10medium,50,10,medium,41,173.08443101
352,5,False,10medium,50,10,medium,42,132.23755175
353,5,False,10medium,50,10,medium,43,95.113818011
354,5,False,10medium,50,10,medium,44,0.0
355,5,False,10medium,50,10,medium,45,0.0
356,5,False,10medium,50,10,medium,46,0.0
357,5,False,10medium,50,10,medium,47,0.0
358,5,False,10medium,50,10,medium,48,0.0
359,5,False,10medium,50,10,medium,49,0.0
360,5,False,10medium,50,10,medium,50,0.0
361,5,False,10medium,50,10,medium,51,0.0
362,5,False,10medium,50,10,medium,52,0.0
363,5,False,10medium,50,10,medium,53,0.0
364,5,False,10medium,50,10,medium,54,0.0
365,5,False,10medium,50,10,medium,55,0.0
366,5,False,10medium,50,10,medium,56,0.0
367,5,False,10medium,50,10,medium,57,0.0
368,5,False,10medium,50,10,medium,58,0.0
369,5,False,10medium,50,10,medium,59,0.0
370,5,False,10medium,50,10,medium,60,0.0
371,5,False,10medium,50,10,medium,61,0.0
372,6,False,10medium,100,1,medium,0,11460.603898000001
373,6,False,10medium,100,1,medium,1,11284.189922
374,6,False,10medium,100,1,medium,2,11010.670794
375,6,False,10medium,100,1,medium,3,10895.433967
376,6,False,10medium,100,1,medium,4,10621.197459
377,6,False,10medium,100,1,medium,5,10350.782251999999
378,6,False,10medium,100,1,medium,6,9871.4406695
379,6,False,10medium,100,1,medium,7,9757.832876100001
380,6,False,10medium,100,1,medium,8,9171.524028799999
381,6,False,10medium,100,1,medium,9,8792.0578863
382,6,False,10medium,100,1,medium,10,8114.5713096
383,6,False,10medium,100,1,medium,11,5358.108823899999
384,6,False,10medium,100,1,medium,12,1234.0702432
385,6,False,10medium,100,1,medium,13,452.7439109
386,6,False,10medium,100,1,medium,14,288.72282771
387,6,False,10medium,100,1,medium,15,0.0
388,6,False,10medium,100,1,medium,16,0.0
389,6,False,10medium,100,1,medium,17,0.0
390,6,False,10medium,100,1,medium,18,0.0
391,6,False,10medium,100,1,medium,19,0.0
392,6,False,10medium,100,1,medium,20,0.0
393,6,False,10medium,100,1,medium,21,0.0
394,6,False,10medium,100,1,medium,22,0.0
395,6,False,10medium,100,1,medium,23,0.0
396,6,False,10medium,100,1,medium,24,0.0
397,6,False,10medium,100,1,medium,25,0.0
398,6,False,10medium,100,1,medium,26,0.0
399,6,False,10medium,100,1,medium,27,0.0
400,6,False,10medium,100,1,medium,28,0.0
401,6,False,10medium,100,1,medium,29,0.0
402,6,False,10medium,100,1,medium,30,0.0
403,6,False,10medium,100,1,medium,31,0.0
404,6,False,10medium,100,1,medium,32,0.0
405,6,False,10medium,100,1,medium,33,0.0
406,6,False,10medium,100,1,medium,34,0.0
407,6,False,10medium,100,1,medium,35,0.0
408,6,False,10medium,100,1,medium,36,0.0
409,6,False,10medium,100,1,medium,37,0.0
410,6,False,10medium,100,1,medium,38,0.0
411,6,False,10medium,100,1,medium,39,0.0
412,6,False,10medium,100,1,medium,40,0.0
413,6,False,10medium,100,1,medium,41,0.0
414,6,False,10medium,100,1,medium,42,0.0
415,6,False,10medium,100,1,medium,43,0.0
416,6,False,10medium,100,1,medium,44,0.0
417,6,False,10medium,100,1,medium,45,0.0
418,6,False,10medium,100,1,medium,46,0.0
419,6,False,10medium,100,1,medium,47,0.0
420,6,False,10medium,100,1,medium,48,0.0
421,6,False,10medium,100,1,medium,49,0.0
422,6,False,10medium,100,1,medium,50,0.0
423,6,False,10medium,100,1,medium,51,0.0
424,6,False,10medium,100,1,medium,52,0.0
425,6,False,10medium,100,1,medium,53,0.0
426,6,False,10medium,100,1,medium,54,0.0
427,6,False,10medium,100,1,medium,55,0.0
428,6,False,10medium,100,1,medium,56,0.0
429,6,False,10medium,100,1,medium,57,0.0
430,6,False,10medium,100,1,medium,58,0.0
431,6,False,10medium,100,1,medium,59,0.0
432,6,False,10medium,100,1,medium,60,0.0
433,6,False,10medium,100,1,medium,61,0.0
434,7,False,10medium,100,5,medium,0,8464.8811095
435,7,False,10medium,100,5,medium,1,7964.8601507
436,7,False,10medium,100,5,medium,2,7862.8348186
437,7,False,10medium,100,5,medium,3,7536.9761324
438,7,False,10medium,100,5,medium,4,7290.9682189
439,7,False,10medium,100,5,medium,5,6752.1719338
440,7,False,10medium,100,5,medium,6,6258.8578455
441,7,False,10medium,100,5,medium,7,5885.2338573
442,7,False,10medium,100,5,medium,8,5603.32403
443,7,False,10medium,100,5,medium,9,5231.1271179
444,7,False,10medium,100,5,medium,10,4897.9960142
445,7,False,10medium,100,5,medium,11,4795.336966
446,7,False,10medium,100,5,medium,12,4349.925387899999
447,7,False,10medium,100,5,medium,13,4274.4585496
448,7,False,10medium,100,5,medium,14,4034.2998134000004
449,7,False,10medium,100,5,medium,15,3962.5492077
450,7,False,10medium,100,5,medium,16,3909.5047264
451,7,False,10medium,100,5,medium,17,3790.0708713
452,7,False,10medium,100,5,medium,18,3684.1073275
453,7,False,10medium,100,5,medium,19,3582.9272755
454,7,False,10medium,100,5,medium,20,3492.3373025
455,7,False,10medium,100,5,medium,21,3492.3373025
456,7,False,10medium,100,5,medium,22,3404.8654753
457,7,False,10medium,100,5,medium,23,3099.1185301
458,7,False,10medium,100,5,medium,24,2850.9713927
459,7,False,10medium,100,5,medium,25,2596.2577922
460,7,False,10medium,100,5,medium,26,2596.2577922
461,7,False,10medium,100,5,medium,27,2276.536212
462,7,False,10medium,100,5,medium,28,2079.579929
463,7,False,10medium,100,5,medium,29,2011.4978349
464,7,False,10medium,100,5,medium,30,1952.9220048
465,7,False,10medium,100,5,medium,31,1831.5924816
466,7,False,10medium,100,5,medium,32,1796.8008452
467,7,False,10medium,100,5,medium,33,1608.5941652000001
468,7,False,10medium,100,5,medium,34,1608.5941652000001
469,7,False,10medium,100,5,medium,35,1546.105977
470,7,False,10medium,100,5,medium,36,1408.9922166
471,7,False,10medium,100,5,medium,37,1384.2925907
472,7,False,10medium,100,5,medium,38,1346.2414705
473,7,False,10medium,100,5,medium,39,1311.0000818
474,7,False,10medium,100,5,medium,40,1207.8325237
475,7,False,10medium,100,5,medium,41,1177.14984
476,7,False,10medium,100,5,medium,42,1083.5915573
477,7,False,10medium,100,5,medium,43,1041.3154155
478,7,False,10medium,100,5,medium,44,1019.7523181
479,7,False,10medium,100,5,medium,45,917.39994396
480,7,False,10medium,100,5,medium,46,867.51692504
481,7,False,10medium,100,5,medium,47,827.14161473
482,7,False,10medium,100,5,medium,48,827.14161473
483,7,False,10medium,100,5,medium,49,763.27768398
484,7,False,10medium,100,5,medium,50,600.4185963
485,7,False,10medium,100,5,medium,51,600.4185963
486,7,False,10medium,100,5,medium,52,546.32617737
487,7,False,10medium,100,5,medium,53,416.22443733
488,7,False,10medium,100,5,medium,54,306.51093056
489,7,False,10medium,100,5,medium,55,246.2348918
490,7,False,10medium,100,5,medium,56,246.2348918
491,7,False,10medium,100,5,medium,57,246.2348918
492,7,False,10medium,100,5,medium,58,175.75967617
493,7,False,10medium,100,5,medium,59,101.71446404
494,7,False,10medium,100,5,medium,60,101.71446404
495,7,False,10medium,100,5,medium,61,101.71446404
496,8,False,10medium,100,10,medium,0,8363.6053764
497,8,False,10medium,100,10,medium,1,7810.9420111
498,8,False,10medium,100,10,medium,2,7382.9243889
499,8,False,10medium,100,10,medium,3,6948.766482800001
500,8,False,10medium,100,10,medium,4,6523.823517899999
501,8,False,10medium,100,10,medium,5,6148.2120223
502,8,False,10medium,100,10,medium,6,5863.1566798
503,8,False,10medium,100,10,medium,7,5563.067766300001
504,8,False,10medium,100,10,medium,8,5525.6066284
505,8,False,10medium,100,10,medium,9,5453.9790061
506,8,False,10medium,100,10,medium,10,5444.0413272
507,8,False,10medium,100,10,medium,11,4874.9108901
508,8,False,10medium,100,10,medium,12,4730.390462300001
509,8,False,10medium,100,10,medium,13,4381.1597726
510,8,False,10medium,100,10,medium,14,4294.8024299
511,8,False,10medium,100,10,medium,15,4066.3318728
512,8,False,10medium,100,10,medium,16,4031.4085696
513,8,False,10medium,100,10,medium,17,3778.6065998000004
514,8,False,10medium,100,10,medium,18,3591.2806758
515,8,False,10medium,100,10,medium,19,3547.9320172
516,8,False,10medium,100,10,medium,20,3236.2986241
517,8,False,10medium,100,10,medium,21,3139.7370124000004
518,8,False,10medium,100,10,medium,22,2855.6345703
519,8,False,10medium,100,10,medium,23,2554.628271
520,8,False,10medium,100,10,medium,24,2261.8028614
521,8,False,10medium,100,10,medium,25,2077.0829594
522,8,False,10medium,100,10,medium,26,1874.7439098999998
523,8,False,10medium,100,10,medium,27,1675.432281
524,8,False,10medium,100,10,medium,28,1515.5929738
525,8,False,10medium,100,10,medium,29,1377.184027
526,8,False,10medium,100,10,medium,30,1253.0568888
527,8,False,10medium,100,10,medium,31,1189.0391207
528,8,False,10medium,100,10,medium,32,1189.0391207
529,8,False,10medium,100,10,medium,33,990.3029962000002
530,8,False,10medium,100,10,medium,34,930.3856923000001
531,8,False,10medium,100,10,medium,35,923.08305178
532,8,False,10medium,100,10,medium,36,835.49365657
533,8,False,10medium,100,10,medium,37,753.48691793
534,8,False,10medium,100,10,medium,38,644.28980988
535,8,False,10medium,100,10,medium,39,450.07201643
536,8,False,10medium,100,10,medium,40,387.41464826
537,8,False,10medium,100,10,medium,41,226.25748548
538,8,False,10medium,100,10,medium,42,173.08443101
539,8,False,10medium,100,10,medium,43,132.23755175
540,8,False,10medium,100,10,medium,44,95.113818011
541,8,False,10medium,100,10,medium,45,0.0
542,8,False,10medium,100,10,medium,46,0.0
543,8,False,10medium,100,10,medium,47,0.0
544,8,False,10medium,100,10,medium,48,0.0
545,8,False,10medium,100,10,medium,49,0.0
546,8,False,10medium,100,10,medium,50,0.0
547,8,False,10medium,100,10,medium,51,0.0
548,8,False,10medium,100,10,medium,52,0.0
549,8,False,10medium,100,10,medium,53,0.0
550,8,False,10medium,100,10,medium,54,0.0
551,8,False,10medium,100,10,medium,55,0.0
552,8,False,10medium,100,10,medium,56,0.0
553,8,False,10medium,100,10,medium,57,0.0
554,8,False,10medium,100,10,medium,58,0.0
555,8,False,10medium,100,10,medium,59,0.0
556,8,False,10medium,100,10,medium,60,0.0
557,8,False,10medium,100,10,medium,61,0.0
558,9,False,11medium,10,1,medium,0,15325.484201
