,random order,unique_id,tabu tenure,first x,size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
10,False,11medium,10,5,medium,17756.569023,16869.567725999997,14826.438713,12776.744938,12662.84635,10819.492561,6222.0982023999995,6112.4974663,5832.3375767,5405.0232152,5055.2774607,4877.132897899999,4765.8901476,4463.6356854,4235.154326,4052.7450009000004,3883.6292240000002,3706.6927862,3640.4773806999997,3463.4089356,3394.2277898,3183.1099575999997,3013.4764485,2886.4635309,2687.3316041,2450.5020441,2450.5020441,2114.700091,1735.0028277,1312.9851330999998,1151.8016655,1138.8665167000001,1087.3673919999999,1046.6332632,1031.5589843,989.74459764,980.70216123,910.31125621,677.71418869,519.56497163,501.89314018,451.85364086,394.96497527,392.95662865,345.12218995,330.95708188,330.95708188,157.52391087,24.161687726999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,False,11medium,10,10,medium,12795.600154,11239.847131,10710.615172,10247.396020999999,9857.583802,9351.5631569,8856.8533464,8425.742283399999,8066.653956100001,7815.036861399999,7443.5196595,7215.5361072999995,7012.2214742,6682.531457,6555.3198733,6498.738394200001,6302.5248231000005,5940.2447704,5740.1654963,5725.147239399999,5206.3120382,4927.056155300001,4833.070673800001,4615.8320903,4470.7831383,4397.2217611999995,4206.5588333999995,3901.6935835,3792.7147075000003,3696.6864391999998,3474.1489081999994,3442.4913371,3166.3472967,3067.8872687,2896.1986269,2819.3207433000002,2761.5188112,2639.0024796,2536.1269584,2439.4717321,2422.830403,2261.6816817,2139.2670636,2126.5555068,2012.2996733,1951.2091952999997,1778.792136,1778.792136,1667.6697935,1583.7682158,1471.4338218,1244.8251659000002,1244.8251659000002,1027.1057981000001,915.98345569,755.69850319,592.06733507,592.06733507,395.611493,301.62601151,301.62601151,199.19888981
12,False,11medium,50,1,medium,15213.008597999999,14244.485033,12200.069899,7605.076118800001,3016.0789469,2790.2507507,1221.9762345000001,254.41396036,16.945610026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,False,11medium,50,5,medium,17720.597569999998,16987.321382,14826.438713,12917.616106,12667.024134000001,11821.235574,6323.3850855,6194.2796691,5964.054372199999,5684.8476993,5335.876632399999,5041.9834226,4826.5443539,4679.4836965,4328.1343713999995,4235.154326,4002.156457,3883.6292240000002,3706.6927862,3640.4773806999997,3463.4089356,3378.0614916,3183.1099575999997,3013.4764485,2687.3316041,2687.3316041,2450.5020441,2259.0969148000004,2114.700091,1735.0028277,1168.5883093,1151.8016655,1138.8665167000001,1087.3673919999999,1046.6332632,1031.5589843,989.74459764,980.70216123,910.31125621,677.71418869,519.56497163,501.89314018,451.85364086,394.96497527,392.95662865,345.12218995,330.95708188,330.95708188,157.52391087,24.161687726999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,False,11medium,50,10,medium,12795.600154,11239.847131,10926.323212000001,10527.385234000001,10142.069908,9574.5082507,9143.5136267,8669.1331871,8350.0317137,7964.622330399999,7737.1555374,7215.5361072999995,7091.349175599999,6941.875330399999,6682.531457,6537.3595834,6341.784958,6302.5248231000005,5940.2447704,5740.1654963,5522.7957781000005,5206.3120382,4927.056155300001,4739.863161300001,4615.8320903,4470.7831383,4397.2217611999995,4206.5588333999995,3901.6935835,3792.7147075000003,3696.6864391999998,3474.1489081999994,3442.4913371,3166.3472967,3067.8872687,2974.6797561999997,2896.1986269,2761.5188112,2639.0024796,2536.1269584,2439.4717321,2422.830403,2261.6816817,2139.2670636,2139.2670636,2126.5555068,2012.2996733,1951.2091952999997,1778.792136,1778.792136,1667.6697935,1583.7682158,1471.4338218,1244.8251659000002,1244.8251659000002,1027.1057981000001,915.98345569,755.69850319,592.06733507,592.06733507,395.611493,395.611493
15,False,11medium,100,1,medium,15213.008597999999,13564.338718,12048.152334999999,5104.0804817,3002.8825876999995,2790.2507507,525.359437,241.47359676,16.945610026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,False,11medium,100,5,medium,17756.569023,16987.321382,14957.425256999999,12917.616106,12667.024134000001,11821.235574,6323.3850855,6194.2796691,5964.054372199999,5684.8476993,5335.876632399999,5041.9834226,4826.5443539,4679.4836965,4328.1343713999995,4235.154326,4002.156457,3754.5272249,3706.6927862,3504.3413249,3463.4089356,3378.0614916,3149.6125044,3013.4764485,2687.3316041,2658.4799786999997,2450.5020441,2259.0969148000004,2114.700091,1735.0028277,1168.5883093,1151.8016655,1138.8665167000001,1087.3673919999999,1046.6332632,1031.5589843,989.74459764,980.70216123,910.31125621,677.71418869,519.56497163,501.89314018,451.85364086,394.96497527,392.95662865,345.12218995,330.95708188,330.95708188,157.52391087,24.161687726999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,False,11medium,100,10,medium,12795.600154,11072.275649,10710.615172,10247.396020999999,9857.583802,9351.5631569,8669.1331871,8425.742283399999,8066.653956100001,7815.036861399999,7527.8688994,7215.5361072999995,7012.2214742,6682.531457,6555.3198733,6498.738394200001,6302.5248231000005,5940.2447704,5740.1654963,5725.147239399999,5206.3120382,5038.673803199999,4833.070673800001,4615.8320903,4470.7831383,4397.2217611999995,4256.3505931,3901.6935835,3792.7147075000003,3696.6864391999998,3656.4281445,3442.4913371,3333.9855316999997,3067.8872687,2974.6797561999997,2896.1986269,2761.5188112,2639.0024796,2536.1269584,2439.4717321,2422.830403,2261.6816817,2139.2670636,2126.5555068,2012.2996733,2012.2996733,1951.2091952999997,1778.792136,1667.6697935,1583.7682158,1583.7682158,1471.4338218,1244.8251659000002,1027.1057981000001,915.98345569,915.98345569,755.69850319,592.06733507,395.611493,395.611493,301.62601151,301.62601151
18,False,12medium,10,1,medium,8813.823061,7852.9682402,1005.7185055,682.94862104,595.29789546,509.41780105,504.6757813,376.00432065,205.67396235,124.68655168,122.10536266,71.33947937399999,41.766053387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,False,12medium,10,5,medium,16646.339961,15463.796095,14726.514111000002,14039.628053999999,13154.388786,12438.304764,11232.985016,10708.948676,10320.964051,10189.871077,9948.9998344,9420.4927415,9186.1185805,8791.0213893,8451.9137133,7999.091054100001,7505.1588486,7028.360206,6736.2809176,6645.6664846,6588.813449,6274.2993343,6124.0537849,5919.331587600001,5532.0206599,5502.9141812,4765.4696062,4742.297727,4584.6841439,4433.4355608000005,4383.9536533,4313.3470999,4199.6612712,3997.8205801,3933.9251919,3876.8868380999997,3521.0593731,3412.0599954000004,3327.5849903999997,3219.4311059,2821.6599746999996,2653.7204604000003,2626.4845179000004,2434.6100475000003,2171.8379676,2088.0453506999997,1927.571557,1550.1008093,1287.9943562,1220.2901190999999,948.19069802,712.83764619,211.83904178,68.470362986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,False,12medium,10,10,medium,17701.737848,15653.942715000001,12739.050422,10101.067447,8609.6190277,7842.3518667,7395.9728103,7004.3028822,6357.1894381,5823.778545499999,5585.3826918,5318.2875842,5065.196740199999,4715.3323227,4591.7551054,4298.2078784,4082.5732581999996,3766.6209534,3538.7596272,3415.8992795000004,3308.2329213000003,3286.3575911,3242.4465656999996,3151.4400770999996,2884.8799277,2593.6872611,2467.4304003,2292.9831722,2225.1130362,2022.1461145,1910.7813186,1814.9029209000003,1738.5961425,1611.1014607000002,1551.8622458,1533.8602068,1377.9598123,1094.0718747,1020.0021851,905.35108276,838.59303016,781.03292538,660.84505397,572.37922042,370.67213938,203.05911075,134.47116272,27.48563751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,False,12medium,50,1,medium,8939.9798216,7810.3521021999995,897.05793128,682.94862104,595.29789546,509.41780105,504.6757813,376.00432065,205.67396235,124.68655168,122.10536266,71.33947937399999,41.766053387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,False,12medium,50,5,medium,16646.339961,15463.796095,14856.312662999999,14039.628053999999,13213.628001000001,12630.327642,11383.437939,10753.778795999999,10320.964051,10189.871077,9948.9998344,9673.6737903,9294.7253677,8848.0597431,8451.9137133,8066.634329500001,7697.3988514,7346.600382899999,6847.3909921,6696.5772371,6643.3746311,6345.4128382,6172.2834445,5996.885859100001,5919.331587600001,5532.0206599,5245.0964274,4765.4696062,4639.245325899999,4584.6841439,4433.4355608000005,4383.9536533,4274.6442193,4199.6612712,3997.8205801,3933.9251919,3876.8868380999997,3521.0593731,3412.0599954000004,3327.5849903999997,3219.4311059,2821.6599746999996,2653.7204604000003,2626.4845179000004,2434.6100475000003,2171.8379676,2090.7891695,2088.0453506999997,1927.571557,1308.0376034,1287.9943562,1080.2868816,948.19069802,712.83764619,211.83904178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,False,12medium,50,10,medium,17701.737848,15447.881331999999,12246.004271,9832.6761034,8373.706879000001,7732.4263275,7238.3592271,6797.9303123,6214.8774014,5823.778545499999,5474.7211388000005,5203.9355385,4849.5124835,4668.4532188,4506.7236861,4203.2400374,3962.8109202,3612.9035306999995,3538.7596272,3355.5406352,3308.2329213000003,3242.4465656999996,3228.2180267,3076.5626752,2758.6210874000003,2593.6872611,2467.4304003,2225.1130362,2053.0324487,2022.1461145,1910.7813186,1738.5961425,1611.1014607000002,1551.8622458,1533.8602068,1377.9598123,1094.0718747,1020.0021851,905.35108276,838.59303016,781.03292538,660.84505397,572.37922042,370.67213938,203.05911075,134.47116272,27.48563751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,False,12medium,100,1,medium,8739.9642154,5740.2606401,897.05793128,682.94862104,595.29789546,509.41780105,471.86838046,349.87798329,205.67396235,124.68655168,122.10536266,71.33947937399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,False,12medium,100,5,medium,16646.339961,15463.796095,14856.312662999999,14229.135725999999,13213.628001000001,12801.03037,11383.437939,10753.778795999999,10421.894829,10234.645066,9948.9998344,9673.6737903,9294.7253677,8848.0597431,8451.9137133,8306.6455428,7697.3988514,7346.600382899999,6847.3909921,6696.5772371,6643.3746311,6345.4128382,6172.2834445,5996.885859100001,5717.624506600001,5532.0206599,5074.278528100001,4765.4696062,4639.245325899999,4584.6841439,4433.4355608000005,4319.465270000001,4274.6442193,4199.6612712,3997.8205801,3933.9251919,3876.8868380999997,3521.0593731,3412.0599954000004,3327.5849903999997,3219.4311059,2722.9035046,2653.7204604000003,2626.4845179000004,2434.6100475000003,2171.8379676,2088.0453506999997,1927.571557,1550.1008093,1287.9943562,1220.2901190999999,948.19069802,948.19069802,211.83904178,68.470362986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,False,12medium,100,10,medium,17951.168024000002,15653.942715000001,12832.510239,10101.067447,8609.6190277,7842.3518667,7395.9728103,7004.3028822,6357.1894381,5943.5784373999995,5585.3826918,5399.7717384,5138.862423,4715.3323227,4628.0356409999995,4495.66648,4082.5732581999996,3766.6209534,3612.9035306999995,3538.7596272,3355.5406352,3308.2329213000003,3242.4465656999996,3228.2180267,3076.5626752,2758.6210874000003,2593.6872611,2467.4304003,2292.9831722,2053.0324487,2022.1461145,1910.7813186,1814.9029209000003,1738.5961425,1611.1014607000002,1533.8602068,1377.9598123,1094.0718747,1020.0021851,905.35108276,838.59303016,781.03292538,660.84505397,572.37922042,370.67213938,203.05911075,203.05911075,134.47116272,27.48563751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,False,13medium,10,1,medium,18909.578578,13493.920492,9279.920886299999,9105.8040513,9025.3634298,8731.4373528,8303.7423949,8207.6523334,8117.147084899999,8099.460953,7966.8939488999995,7934.1474948,3137.8894364,3001.6861923,1973.8490757,1744.7001555999998,472.23029318,171.20656205,100.25995243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,False,13medium,10,5,medium,6214.480493399999,5116.2223408,3950.7588056,819.83591685,317.27874397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,False,13medium,10,10,medium,15357.982199000002,13979.47004,12680.978448,12429.403173,11643.90249,11216.443263,10617.904384,9875.9248047,9289.7570444,8896.4709529,8330.317579699999,7692.158287,7380.255171,7143.4562082,6782.2314971000005,6391.2241991,6193.282763499999,5799.2936264,5397.1149166000005,5014.827073899999,4802.696087300001,4458.1520347,4049.3681626000002,3710.733679,3092.4363485999997,2938.0042107,2190.9618316,1614.7556844,146.24372373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,False,13medium,50,1,medium,18834.253806,13467.37661,9279.920886299999,9143.9150037,9025.3634298,8731.4373528,8303.7423949,8243.9559763,8119.3540023999985,8089.082980300001,7966.8939488999995,7934.1474948,3137.8894364,3038.4599704,1973.8490757,1744.7001555999998,691.21868841,171.20656205,100.25995243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,False,13medium,50,5,medium,6384.7980323,5116.2223408,3950.7588056,1017.6680029999999,317.27874397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,False,13medium,50,10,medium,15357.982199000002,13979.47004,12680.978448,12429.403173,11643.90249,11378.666718999999,10737.953609,9875.9248047,9330.7507099,8909.5619259,8379.6315485,7906.452829899999,7465.5030216000005,7236.2078252,7074.9273081,6467.9164846,6351.8606179,5999.0805227,5652.0370037,5274.8421879,4967.2988883,4458.1520347,4174.197878800001,3710.733679,3340.2310745,2938.0042107,2190.9618316,1614.7556844,1020.7142207999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,False,13medium,100,1,medium,18834.253806,13426.812024,9279.920886299999,9143.9150037,9025.3634298,8731.4373528,8303.7423949,8207.6523334,8117.147084899999,8089.082980300001,7966.8939488999995,7934.1474948,3137.8894364,3001.6861923,1947.0848675999998,1744.7001555999998,561.15430842,179.59363329,100.25995243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,False,13medium,100,5,medium,6519.3012135,5116.2223408,3950.7588056,1017.6680029999999,317.27874397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,False,13medium,100,10,medium,15357.982199000002,13979.47004,12680.978448,12429.403173,11643.90249,11216.443263,10617.904384,9875.9248047,9330.7507099,8909.5619259,8379.6315485,7692.158287,7465.5030216000005,7143.4562082,6782.2314971000005,6467.9164846,6193.282763499999,5999.0805227,5652.0370037,5014.827073899999,4967.2988883,4458.1520347,4174.197878800001,3862.1788410999998,3524.5577074000003,2938.0042107,2353.1900877,2035.6307950999997,1323.1591334,69.171024369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,False,14medium,10,1,medium,15547.078666999998,15029.951280000001,14566.668137,13950.502458,13419.839868000001,11533.368045000001,10497.6755,9958.4080578,8212.9793288,7084.049994200001,5554.3957602,4738.6755027,4152.45143,3202.6689207,2961.1052861,2570.7455659,2265.3472070000003,1977.0711258000001,1859.6084859999999,1659.7773351,1600.406939,1550.8854145999999,1477.9103151,1451.1385458,1416.4152990999999,1340.9718300999998,1328.6331603,1277.0419654999998,1270.3134913,1270.3134913,1142.3094535999999,1142.3094535999999,1124.282145,1097.9736675000001,1069.0651566,1042.3135201999999,997.66385311,732.63964815,732.63964815,656.65084037,602.02158403,600.11004294,600.11004294,587.07635125,534.6713088,407.13039572,305.89982030000004,305.89982030000004,130.86646079,111.46577052,111.46577052,100.14277476,61.9533019,21.760689004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
