Column 1,random order,unique_id,tabu tenure,first x,size,time binned,Goalfunction
7,False,10medium,100,5,medium,26,"2596,2577922"
7,False,10medium,100,5,medium,27,"2276,536212"
7,False,10medium,100,5,medium,28,"2079,579929"
7,False,10medium,100,5,medium,29,"2011,4978349"
7,False,10medium,100,5,medium,30,"1952,9220048"
7,False,10medium,100,5,medium,31,"1831,5924816"
7,False,10medium,100,5,medium,32,"1796,8008452"
7,False,10medium,100,5,medium,33,"1608,5941652"
7,False,10medium,100,5,medium,34,"1608,5941652"
7,False,10medium,100,5,medium,35,"1546,105977"
7,False,10medium,100,5,medium,36,"1408,9922166"
7,False,10medium,100,5,medium,37,"1384,2925907"
7,False,10medium,100,5,medium,38,"1346,2414705"
7,False,10medium,100,5,medium,39,"1311,0000818"
7,False,10medium,100,5,medium,40,"1207,8325237"
7,False,10medium,100,5,medium,41,"1177,14984"
7,False,10medium,100,5,medium,42,"1083,5915573"
7,False,10medium,100,5,medium,43,"1041,3154155"
7,False,10medium,100,5,medium,44,"1019,7523181"
7,False,10medium,100,5,medium,45,"917,39994396"
7,False,10medium,100,5,medium,46,"867,51692504"
7,False,10medium,100,5,medium,47,"827,14161473"
7,False,10medium,100,5,medium,48,"827,14161473"
7,False,10medium,100,5,medium,49,"763,27768398"
7,False,10medium,100,5,medium,50,"600,4185963"
7,False,10medium,100,5,medium,51,"600,4185963"
7,False,10medium,100,5,medium,52,"546,32617737"
7,False,10medium,100,5,medium,53,"416,22443733"
7,False,10medium,100,5,medium,54,"306,51093056"
7,False,10medium,100,5,medium,55,"246,2348918"
7,False,10medium,100,5,medium,56,"246,2348918"
7,False,10medium,100,5,medium,57,"246,2348918"
7,False,10medium,100,5,medium,58,"175,75967617"
7,False,10medium,100,5,medium,59,"101,71446404"
7,False,10medium,100,5,medium,60,"101,71446404"
7,False,10medium,100,5,medium,61,"101,71446404"
8,False,10medium,100,10,medium,0,"8363,6053764"
8,False,10medium,100,10,medium,1,"7810,9420111"
8,False,10medium,100,10,medium,2,"7382,9243889"
8,False,10medium,100,10,medium,3,"6948,7664828"
8,False,10medium,100,10,medium,4,"6523,8235179"
8,False,10medium,100,10,medium,5,"6148,2120223"
8,False,10medium,100,10,medium,6,"5863,1566798"
8,False,10medium,100,10,medium,7,"5563,0677663"
8,False,10medium,100,10,medium,8,"5525,6066284"
8,False,10medium,100,10,medium,9,"5453,9790061"
8,False,10medium,100,10,medium,10,"5444,0413272"
8,False,10medium,100,10,medium,11,"4874,9108901"
8,False,10medium,100,10,medium,12,"4730,3904623"
8,False,10medium,100,10,medium,13,"4381,1597726"
8,False,10medium,100,10,medium,14,"4294,8024299"
8,False,10medium,100,10,medium,15,"4066,3318728"
8,False,10medium,100,10,medium,16,"4031,4085696"
8,False,10medium,100,10,medium,17,"3778,6065998"
8,False,10medium,100,10,medium,18,"3591,2806758"
8,False,10medium,100,10,medium,19,"3547,9320172"
8,False,10medium,100,10,medium,20,"3236,2986241"
8,False,10medium,100,10,medium,21,"3139,7370124"
8,False,10medium,100,10,medium,22,"2855,6345703"
8,False,10medium,100,10,medium,23,"2554,628271"
8,False,10medium,100,10,medium,24,"2261,8028614"
8,False,10medium,100,10,medium,25,"2077,0829594"
8,False,10medium,100,10,medium,26,"1874,7439099"
8,False,10medium,100,10,medium,27,"1675,432281"
8,False,10medium,100,10,medium,28,"1515,5929738"
8,False,10medium,100,10,medium,29,"1377,184027"
8,False,10medium,100,10,medium,30,"1253,0568888"
8,False,10medium,100,10,medium,31,"1189,0391207"
8,False,10medium,100,10,medium,32,"1189,0391207"
8,False,10medium,100,10,medium,33,"990,3029962"
8,False,10medium,100,10,medium,34,"930,3856923"
8,False,10medium,100,10,medium,35,"923,08305178"
8,False,10medium,100,10,medium,36,"835,49365657"
8,False,10medium,100,10,medium,37,"753,48691793"
8,False,10medium,100,10,medium,38,"644,28980988"
8,False,10medium,100,10,medium,39,"450,07201643"
8,False,10medium,100,10,medium,40,"387,41464826"
8,False,10medium,100,10,medium,41,"226,25748548"
8,False,10medium,100,10,medium,42,"173,08443101"
8,False,10medium,100,10,medium,43,"132,23755175"
8,False,10medium,100,10,medium,44,"95,113818011"
8,False,10medium,100,10,medium,45,0
8,False,10medium,100,10,medium,46,0
8,False,10medium,100,10,medium,47,0
8,False,10medium,100,10,medium,48,0
8,False,10medium,100,10,medium,49,0
8,False,10medium,100,10,medium,50,0
8,False,10medium,100,10,medium,51,0
8,False,10medium,100,10,medium,52,0
8,False,10medium,100,10,medium,53,0
8,False,10medium,100,10,medium,54,0
8,False,10medium,100,10,medium,55,0
8,False,10medium,100,10,medium,56,0
8,False,10medium,100,10,medium,57,0
8,False,10medium,100,10,medium,58,0
8,False,10medium,100,10,medium,59,0
8,False,10medium,100,10,medium,60,0
8,False,10medium,100,10,medium,61,0
9,False,11medium,10,1,medium,0,"15325,484201"
9,False,11medium,10,1,medium,1,"14376,976468"
9,False,11medium,10,1,medium,2,"12200,069899"
9,False,11medium,10,1,medium,3,"7019,2911689"
9,False,11medium,10,1,medium,4,"3016,0789469"
9,False,11medium,10,1,medium,5,"2790,2507507"
9,False,11medium,10,1,medium,6,"685,227937"
9,False,11medium,10,1,medium,7,"254,41396036"
9,False,11medium,10,1,medium,8,"16,945610026"
9,False,11medium,10,1,medium,9,0
9,False,11medium,10,1,medium,10,0
9,False,11medium,10,1,medium,11,0
9,False,11medium,10,1,medium,12,0
9,False,11medium,10,1,medium,13,0
9,False,11medium,10,1,medium,14,0
9,False,11medium,10,1,medium,15,0
9,False,11medium,10,1,medium,16,0
9,False,11medium,10,1,medium,17,0
9,False,11medium,10,1,medium,18,0
9,False,11medium,10,1,medium,19,0
9,False,11medium,10,1,medium,20,0
9,False,11medium,10,1,medium,21,0
9,False,11medium,10,1,medium,22,0
9,False,11medium,10,1,medium,23,0
9,False,11medium,10,1,medium,24,0
9,False,11medium,10,1,medium,25,0
9,False,11medium,10,1,medium,26,0
9,False,11medium,10,1,medium,27,0
9,False,11medium,10,1,medium,28,0
9,False,11medium,10,1,medium,29,0
9,False,11medium,10,1,medium,30,0
9,False,11medium,10,1,medium,31,0
9,False,11medium,10,1,medium,32,0
9,False,11medium,10,1,medium,33,0
9,False,11medium,10,1,medium,34,0
9,False,11medium,10,1,medium,35,0
9,False,11medium,10,1,medium,36,0
9,False,11medium,10,1,medium,37,0
9,False,11medium,10,1,medium,38,0
9,False,11medium,10,1,medium,39,0
9,False,11medium,10,1,medium,40,0
9,False,11medium,10,1,medium,41,0
9,False,11medium,10,1,medium,42,0
9,False,11medium,10,1,medium,43,0
9,False,11medium,10,1,medium,44,0
