unique_id,random order,first x,tabu tenure,0 — 1,1 — 2,2 — 3,3 — 4,4 — 5,5 — 6,6 — 7,7 — 8,8 — 9,9 — 10,10 — 11,11 — 12,12 — 13,13 — 14,14 — 15,15 — 16,16 — 17,17 — 18,18 — 19,19 — 20,20 — 21,21 — 22,22 — 23,23 — 24,24 — 25,25 — 26,26 — 27,27 — 28,28 — 29,29 — 30,30 — 31,31 — 32,32 — 33,33 — 34,34 — 35,35 — 36,36 — 37,37 — 38,38 — 39,39 — 40,40 — 41,41 — 42,42 — 43,43 — 44,44 — 45,45 — 46,46 — 47,47 — 48,48 — 49,49 — 50,50 — 51,51 — 52,52 — 53,53 — 54,54 — 55,55 — 56,56 — 57,57 — 58,58 — 59,59 — 60,60 — 61
10large,True,1,100,"39060,813411","33628,019585","30810,501249","25899,425357","23228,321454","20746,764771","17608,471778","15216,340378",,"14083,694596","12610,150631","11425,671745","8847,6515746","8070,3627106",,"6567,1605018","6179,8879895","5312,4623131","4542,9490677","3757,467833","3543,4791171",,,"2774,2012681","2668,6283663","1933,4440047","1573,3304839","1568,6814271",,"148,51012114",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10large,True,5,10,"38241,485453","32636,526213","29668,489019","26699,426685","23001,379454","19030,172161","18397,750115",,"17975,77901","17095,254682",,"16945,93407",,,,"15659,932478","12854,350975","11125,496817","9244,809347","7645,8583715","7297,1029276","6716,2233651","5993,7182439",,,"5744,4679884",,,,,"5705,9301434",,,"5170,3174203",,,"4411,1853921",,,,"3982,2020329","3418,0867196",,,,"3281,3898009","2587,2199463","2341,3534055","1402,2544555","627,2362895",0,,,,,,,,,,
10large,True,5,50,"36072,272751","31915,647058","27076,283971","23028,380818","19474,226436","15314,58417","14756,797773","14509,62928","14063,749016","13426,347119",,"13100,280775","12725,746211",,"12219,153871",,"11935,561357","10466,08751","9899,5508364",,,,"9768,5487642","9249,0522038","9049,6831312","8892,2666335",,"8520,0269714","7503,6801552","7224,2390977","6952,2085443",,,"6823,8052144","5454,9048681",,"4858,1644439","3854,1112545","2567,6803712","1425,497062","999,34756674","166,97039103",0,,,,,,,,,,,,,,,,,,
10large,True,5,100,"37257,434752","31721,396746","28527,978423","26005,349371","25552,826746",,"24694,035294",,,,"23564,904807",,"20851,603561","19368,932766","18731,145826","17848,304606",,,,,"17146,559597",,"16971,406658",,,"15402,056238","15275,124494",,,"14456,034631","14183,576458",,,,"14183,576458",,"13433,927673","12555,026677",,,,"12368,403644","12250,737343","11911,701072",,"11198,482477","10921,834845",,,"10298,679746",,,,,"9233,8384431","8276,7653678","7819,8284661","7019,1969945",,,"6944,7566875"
10large,True,10,10,"39878,24853","34505,706209","29948,399128","25357,474676","22139,495431","20297,292537","20166,403301","19390,205216","17329,250583","15616,973603",,,,"14685,086108",,,,"14463,826582",,,"14130,853752","12809,823853","11219,74145","9607,7545899","9357,4819636",,"8609,141101","8041,5032608","7786,488342","7308,5514694","6010,85665","5703,2869253","5150,1216293","4446,9650702","3577,0069032",,"3294,1040491","2972,7755073",,,,"2646,6480162","2100,9890717","548,89528656",,,"548,89528656","287,48944407",0,,,,,,,,,,,,
10large,True,10,50,"36442,210399","31251,374638","27273,03906","24662,628343",,,"24426,388492","23083,256185","22351,368283","21002,120417","19422,410375",,,"19190,808398",,,"18682,501469",,,,"18531,521333",,,"18504,271961",,"17684,379334","15318,897691","14764,619199","14265,084647","12256,670008","11025,661157",,"10041,743577","9349,575799",,,"8046,2750074","7355,8171721",,"7170,7580961",,"6922,0305413","6460,6967022","5980,1519554",,"5722,5575313",,"5407,9740952","4915,8827377","4538,4920435",,"4419,7483204",,,"4156,6314044",,,"3459,8474099","3211,6669512",,
10large,True,10,100,"37270,851815","32327,387155","27827,780345","23860,568718","20344,12979","18087,77463","15645,735777","13396,259855","12934,244781","11619,856779","10592,929912","8974,969425","8098,1030759","7698,4163479","6939,8605962","5320,3878064","4697,3155016","4245,5795609","3160,3727278","2549,1021898","1875,9767118","1390,1160017","644,87914087",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11large,False,1,10,"33306,089376","24522,514364","17752,459555","13394,700348","12459,670962","10606,362221","10567,897351","10559,938599","10521,941549","10319,08377","10285,777883","10247,069094","10237,369637","10000,24999",,"9932,5129014","9900,2947214","9858,3918533","9850,4331012","9766,3914123",,"9698,4569783","9625,7428865",,"9584,2853436",,,"9526,5063177",,,"9356,947835","9356,947835","9335,7440056","9281,1309709","9200,7003495","9163,1775683","9158,1118835","9119,0481112","9104,8007627","8993,6930168","8856,0218475","8795,7117441",,,"8755,1333635",,,"8712,6215195",,,"8676,3943739","8676,3943739","7409,7812588","6190,4060924","4718,4210508","4665,10993","4599,72384","4569,7603404","4564,6257021","4492,8343596","4492,8343596"
11large,False,1,50,"35005,940727","25505,631281","17768,66753","14072,943533","12944,215835","10609,80022","10567,897351","10559,938599","10521,941549","10319,08377","10293,961408","10285,777883","10237,369637","10064,19693","10000,24999","9932,5129014","9900,2947214","9896,8567232","9850,4331012","9766,3914123","9698,4569783",,"9625,7428865",,"9584,2853436",,,"9526,5063177",,,"9356,947835","9337,1965929","9335,7440056","9281,1309709","9200,7003495","9163,1775683","9158,1118835","9119,0481112","9104,8007627","8993,6930168","8856,0218475","8795,7117441",,,"8755,1333635",,"8712,6215195",,,"8712,6215195","8676,3943739","8676,3943739","7409,7812588","5853,4754415","4718,4210508","4665,10993","4599,72384","4569,7603404","4564,6257021","4492,8343596","4492,8343596"
11large,False,1,100,"32409,237082","22582,869165","16339,210297","13045,243591","10740,408761","10606,362221","10559,938599","10521,941549","10319,08377","10285,777883","10247,069094","10237,369637","10000,24999","9932,5129014","9900,2947214","9858,3918533","9850,4331012","9766,3914123","9698,4569783","9625,7428865",,"9584,2853436",,,"9526,5063177",,"9526,5063177","9356,947835","9335,7440056","9281,1309709","9200,7003495","9158,1118835","9158,1118835","9119,0481112","8993,6930168","8856,0218475","8795,7117441",,"8755,1333635",,,"8712,6215195",,"8712,6215195","8676,3943739","8676,3943739","6960,4173936","5225,5362305","4718,4210508","4665,10993","4599,72384","4564,6257021","4492,8343596","4051,9873858","2872,0846954","2872,0846954",,"2818,0230165",,"2802,7089456",
11large,False,5,10,"38275,653024","38005,330839","37585,239787","37245,294448","36880,256366","36643,36205","36537,147861","36356,05852","36131,158246","32983,155981","23879,701861","16631,250085","11858,854825","10684,3781","10389,889277","10117,235994","10027,409048","9920,8782704","9843,3901725","9752,6070033","9669,5381994",,"9592,1788086","9415,6509348","9265,2624194","9105,3738172","9054,4729828","8999,1300044","8753,5120883","8700,1775333","8645,0798931","8603,5309064","8485,8324937",,"8367,5823655","8208,1125445","8185,5965799",,"8185,5965799","8041,5130993","7884,7786458","7241,9759911","7185,5279065",,"6395,9486899",,"6385,4273258",,"6258,7066116","6128,2630079",,"6000,6606068",,"5915,6188718",,"5915,6188718","5878,9305829","5697,9689182",,"5697,9689182","5578,8752205"
11large,False,5,50,"38365,105016","38046,879826","37702,184509","37387,496417","37004,597989","36805,309023","36611,821816","36470,361421","36289,272079","36131,158246","26995,549965","18613,113912","12556,128545","10684,3781","10533,569652","10117,235994","10027,409048","9920,8782704","9843,3901725","9752,6070033","9669,5381994","9592,1788086",,"9415,6509348","9158,684938","9105,3738172","9054,4729828","8999,1300044","8753,5120883","8700,1775333","8645,0798931","8603,5309064","8485,8324937","8367,5823655",,"8208,1125445","8185,5965799",,"8121,3367908","8041,5130993","7724,7785443","7185,5279065",,"6725,9056126","6395,9486899",,"6385,4273258","6258,7066116",,"6128,2630079",,"6000,6606068",,"5915,6188718",,"5878,9305829",,"5697,9689182",,"5697,9689182","5578,8752205"
11large,False,5,100,"38275,653024","37898,812725","37585,239787","37245,294448","36880,256366","36643,36205","36537,147861","36356,05852","36131,158246","30625,826422","21156,39785","14548,648471","10751,777459","10682,87704","10140,211634","10117,235994","9981,6485401","9920,8782704","9752,6070033",,"9669,5381994","9592,1788086","9415,6509348","9265,2624194","9158,684938","9054,4729828","8999,1300044","8753,5120883","8700,1775333","8645,0798931","8603,5309064","8485,8324937",,"8367,5823655","8208,1125445","8185,5965799",,"8121,3367908","8041,5130993","7724,7785443","7185,5279065",,"6725,9056126","6395,9486899",,"6385,4273258","6258,7066116",,"6128,2630079",,"6000,6606068",,"5915,6188718",,"5878,9305829",,"5697,9689182",,"5697,9689182","5458,0280012","5441,2666457"
11large,False,10,10,"32108,178313","29717,412533","28370,197025","27282,26462","26533,01724","26302,461428","26054,694435","25847,613595","25547,924449","25251,748159","25004,59518","24845,49061","24710,57868","24514,592196","24244,223525","24039,205827","23857,143558","23696,131352","23329,679522","23142,935465","23087,333615","23070,563848","22952,214986","22801,811167","22772,695652","22648,939254","22597,559241","22275,215089","21958,480534","21760,291466","21425,893246","21168,562131","20826,773377","20643,723971","18466,836202","17743,776522","17508,086944","17116,257382","16686,227182","16385,975185","16205,714917","15730,018793","15392,165255","15196,195149","15008,753684","14986,604199","14809,198583","14345,081492","13996,146469","13487,630864","13190,605503","12896,092243","12748,433335","12623,493811","12525,215256","12369,57992","12296,364426","12108,459027","11981,497572",,"11875,253759"
11large,False,10,50,"32221,86388","29717,412533","28509,580759","27632,150208","26915,024156","26408,675617","26302,461428","26054,694435","25847,613595","25547,924449","25251,748159","25004,59518","24845,49061","24745,120354","24514,592196","24463,691362","24233,870796","24039,205827","23696,131352","23544,272768","23329,679522","23142,935465","23087,333615","22952,214986","22952,214986","22801,811167","22683,665245","22648,939254","22597,559241","22275,215089","21958,480534","21595,119632","21425,893246","21168,562131","20826,773377","20643,723971","18185,395382","17743,776522","17489,124476","16992,183246","16686,227182","16385,975185","16205,714917","15730,018793","15392,165255","15196,195149","15008,753684","14986,604199","14809,198583","14345,081492","13996,146469","13487,630864","13190,605503","12896,092243","12748,433335","12623,493811","12525,215256","12369,57992","12296,364426","12108,459027",
11large,False,10,100,"32108,178313","29717,412533","28509,580759","27528,977467","26533,01724","26302,461428","26054,694435","25847,613595","25547,924449","25389,141918","25059,24101","24845,49061","24745,120354","24710,57868","24463,691362","24244,223525","24039,205827","23857,143558","23696,131352","23544,272768","23142,935465","23087,333615","23070,563848","22952,214986","22801,811167","22772,695652","22683,665245","22648,939254","22388,815911","22275,215089","21760,291466","21425,893246","21261,57118","21024,79228","20643,723971","20643,723971","18085,660639","17508,086944","17375,545152","16992,183246","16538,568273","16385,975185","15956,912272","15539,824163","15196,195149","15008,753684","14986,604199","14809,198583","14345,081492","13996,146469","13487,630864","13308,444005","12896,092243","12748,433335","12623,493811","12525,215256","12369,57992","12296,364426","12108,459027",,"11981,497572"
11large,True,1,10,"36090,726387","31255,151066","27750,644908","24511,759319","21343,779308","18635,820968","16821,378793","14903,504367","13126,993662","12769,575438","12555,619812",,"12274,522779","10722,305788","9095,8501143","7382,1974894","6671,4113335","6418,7544462",,,"6209,5327607","5499,474746","4762,5441726","3915,4761796","3301,4436912","2348,6554121","1473,3970664","620,44898022",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11large,True,1,50,"37109,018206","32498,750161","28020,760185","24891,980944","24376,324105",,,"23916,88631","23444,721232",,,"23018,237193","22790,238651",,,,"22525,245752","22233,213786",,"22154,802798",,,,"21699,294647","20262,27109","17787,376553","17703,759456","17244,301822",,"17032,766513",,,"16863,426496","16730,794678",,"14944,030187","12818,280702",,,"12601,076178","12285,95163",,,"12034,772698",,"11656,70361",,,"11547,204974","10992,731366",,,"9927,800373","9396,2009485",,,,"8961,8774855","7153,8732549","6026,6487148","6026,6487148"
11large,True,1,100,"37331,896263","32994,60352","28154,625235","27513,274192","27138,4324","25872,45619","25855,101279","23358,046891","22553,653657","19884,722511","16482,408743","13721,698312","12910,842712","12529,051995","11156,278324","10067,02349","9787,3176805","9503,1498275",,,,,"7957,0890976","6688,1669231","6515,5762037",,"6113,8862647","3169,7110503","2253,0071541","2112,0244025",,,"940,11495395","232,22283734",0,,,,,,,,,,,,,,,,,,,,,,,,,,
11large,True,5,10,"37142,909895","33431,558075",,"33114,622078","33114,622078","32489,185937","27130,375501","23368,486066","21262,809453","20792,836508","19262,800063","18096,482458","16679,591696","14828,129912","13576,159888","12882,102328","10929,500607","9411,7010383",,,"9277,0563201","8966,2157635","8362,3508455","7008,3871137","6038,0381704","5228,1198009","4642,976165","3965,2594588",,"3540,0408653","2924,4659475","2387,1215078","2075,7964669","1610,1657091","1257,0605363","1205,6805223","1114,9690493",,,,,"851,52521715",,"749,6282342","425,98846627",,0,,,,,,,,,,,,,,
11large,True,5,50,"35419,572574","29292,462582","25193,496042","23867,009437",,"23579,149253","19386,530184","16550,592568","14080,938081","13483,425998","11244,784291","9922,4698997","9007,59063",,,"8464,2821999","8108,0258824","6541,9184536","5917,3299238",,"5397,6304636",,"4857,7493536","4769,0166995","4709,2108811",,"4290,3825304","3175,3724018","2679,849036","2112,9042014","1740,142862","1293,2730477","439,42025918",,,"178,50010143","4,4185755742",0,,,,,,,,,,,,,,,,,,,,,,,
11large,True,5,100,"35535,703007","29817,406376","25551,144338","22063,222725","19765,611851","17828,659128","14421,294302","11889,484281","10281,479905","9405,7176115","9209,1809019",,,"9021,7394371","8845,0942038",,"8754,3110347",,"8664,8590428",,,"8396,0099373","8275,996989","7203,0915393","5827,4986892","4868,8348757","4319,0681399","3490,8461178",,,,"2718,1386148",,,"2545,6473981","2261,8912848",,,,"2143,0292788",,,"1771,7407032","1266,92526",,"1205,6531641","469,33902141",0,,,,,,,,,,,,,
11large,True,10,10,"36360,514334","31555,362976","27695,513766","24219,869549","21140,172519","18531,060866","16093,970218","13854,406828","12104,445124","9973,7393921","8564,3190609","7278,4012168","6266,8269111","5636,4389472",,,"5233,8067684","4038,2569595","3931,5639963",,"3627,610026","3524,5906955",,,"2584,6441189","1841,5434523","970,74051771",,"389,96215737","46,040301441",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11large,True,10,50,"37678,964721","33013,115836","27691,355305","24686,121826","23733,075817","23423,283657",,,,"23246,661992",,,,"22533,205747",,,"22205,441054",,,"21990,685908","19160,29937","18873,398881",,,,"18216,30458",,"17692,754894",,,"17592,403576",,,"17426,691013","17005,536988",,,"15825,537689","14213,982221","12493,746703","12447,292798","12241,193418","11659,435882",,,"11034,206652","10562,307995","10019,29911","9729,4974405",,"9350,591995",,,,"9094,9240602",,"8322,2241021","7004,9464028","6172,754074","6021,3082289",
11large,True,10,100,"37421,498975","31570,457781","27714,900138","24139,26719","21120,147378","18197,462761","14515,010691","13788,363397","12860,92234","10390,849941","9573,1607447","8247,4524399","6998,0590564","6018,9591243","4135,2463543","3146,8159471","2452,8101796","2218,5086194","1524,1859319",,,"1230,2495384","987,36059545","853,72650905",,,"662,62854258",,,"383,01582874",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12large,False,1,10,"39276,882119","39008,58222","38655,388695","38423,811027","38086,316944","37708,329592","37490,312528","37456,305957","37246,465131","37061,881067","36942,310527","36727,217196","36685,134995","36328,721583","35806,660124","35690,045475","35653,582258","35536,967609","35355,617498","34979,283815","34741,668527","34652,890494","34511,463102","34440,702607","34137,362527","33831,764107","32991,588651","32595,018185","31876,818835","29735,648825","24332,534468","22709,930408","21783,71139","21160,665428","20990,917758","20565,171204","20346,341838","20202,577718","17405,933235","12646,339859","11201,401111","11134,258089","11068,427997","10988,399178","10934,577478","10817,962829","10573,01377","10468,462749","10361,839067","10340,620763","10263,779885","10238,032372","10185,431397",,"10185,431397","10131,647808","9666,3515028","9151,6480728","8827,6203725","8402,9499545","8402,9499545"
12large,False,1,50,"39197,2966","39008,58222","38655,388695","38423,811027","37969,702295","37708,329592","37490,312528","37456,305957","37246,465131","37061,881067","36942,310527","36727,217196","36685,134995","36328,721583","35806,660124","35690,045475","35586,803323","35388,654484","35355,617498","34979,283815","34741,668527","34652,890494","34511,463102","34343,050137","34137,362527","33831,764107","32991,588651","32595,018185","31867,261101","25911,131264","24245,350775","22709,930408","21839,122401","21160,665428","20974,082921","20454,354188","20346,341838","20276,162182","17743,578534","12245,080912","11194,202186","11134,258089","11068,427997","10988,399178","10934,577478","10817,962829","10573,01377","10361,839067","10340,620763",,"10263,779885","10238,032372","10185,431397",,"10168,59656","10131,647808","9619,0525668","8927,3826837","8520,6691727","8173,0999417","8167,4646709"
12large,False,1,100,"39276,882119","39008,58222","38655,388695","38423,811027","38086,316944","37708,329592","37554,715789","37456,305957","37246,465131","37061,881067","36942,310527","36727,217196","36685,134995","36313,248984","35806,660124","35690,045475","35586,803323","35388,654484","35355,617498","34979,283815","34741,668527","34652,890494","34511,463102","34440,702607","34298,357858","33831,764107","32991,588651","32803,250197","31932,132907","29185,677431","24245,350775","22834,368994","21967,299723","21500,009494","20990,917758","20565,171204","20454,354188","20276,162182","19058,949893","14213,202636","11201,401111","11134,258089","11068,427997","11017,398287","10934,577478","10817,962829","10573,01377","10468,462749","10361,839067","10340,620763","10263,779885","10238,032372",,"10185,431397","10185,431397","10168,59656","9666,3515028","9387,8816825","8864,5514782","8520,6691727","8511,8116792"
12large,False,5,10,"40722,164336","39471,644387","38590,949422","37449,935609","36554,863924","35608,284173","34776,223427","33296,284579","32283,601936","31944,277417","28909,401531","22990,723834","18593,460689","17167,656991","16255,779032","16100,257016","15343,511049","15277,405119","15012,564434","14799,524328","14665,628929","14530,857358","14462,273238","14284,956944",,"12082,933257","11991,81153","11852,744853",,"11631,199314","11483,169397","11033,804053","10447,755241","9958,4455525","9821,2874861",,"9678,8213419",,"9440,7825353",,"8688,4980273",,"8591,202458",,"7811,978697",,"7365,6135302","7071,354021",,,"7034,0396951","5761,1789198","5318,9875146",,"5116,6057492",,"4983,3103975",,"4757,6260856","4283,3673145",
12large,False,5,50,"40722,164336","39471,644387","38346,376003","37244,19637","36457,211455","35608,284173","34776,223427","33296,284579","32283,601936","31587,262641","26833,120428","21758,62336","18527,047753","16329,627472","16213,856228","16100,257016","15343,511049","15235,4987","15012,564434","14799,524328","14665,628929","14530,857358","14462,273238","14284,956944","12082,933257",,"11991,81153","11852,744853","11631,199314","11483,169397","11033,804053","10447,755241","9958,4455525",,"9821,2874861","9678,8213419",,"9440,7825353",,"8688,4980273",,"8591,202458",,"7811,978697",,"7365,6135302",,"7071,354021",,"7034,0396951","6897,4394858","5318,9875146",,"5116,6057492",,"4983,3103975",,,"4283,3673145",,"4283,3673145"
12large,False,5,100,"41054,493752","39471,644387","38590,949422","37244,19637","36457,211455","35608,284173","34776,223427","33296,284579","32204,016418","31036,252819","25999,034902","20919,390298","18527,047753","16329,627472","16213,856228","16100,257016","15343,511049","15235,4987","15012,564434","14665,628929",,"14530,857358","14462,273238","14284,956944","12082,933257",,"11991,81153","11852,744853","11631,199314","11483,169397","11033,804053","10447,755241","9958,4455525",,"9821,2874861","9678,8213419",,"9440,7825353",,"8688,4980273",,"8591,202458",,"7811,978697",,"7365,6135302","7071,354021",,,"7034,0396951","5637,8859282","5318,9875146",,"5116,6057492",,"4983,3103975",,"4417,7149551","4283,3673145",,"4283,3673145"
