random order,unique_id,tabu tenure,first x,size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
False,11medium,10,5,medium,"17756,569023","16869,567726","14826,438713","12776,744938","12662,84635","10819,492561","6222,0982024","6112,4974663","5832,3375767","5405,0232152","5055,2774607","4877,1328979","4765,8901476","4463,6356854","4235,154326","4052,7450009","3883,629224","3706,6927862","3640,4773807","3463,4089356","3394,2277898","3183,1099576","3013,4764485","2886,4635309","2687,3316041","2450,5020441","2450,5020441","2114,700091","1735,0028277","1312,9851331","1151,8016655","1138,8665167","1087,367392","1046,6332632","1031,5589843","989,74459764","980,70216123","910,31125621","677,71418869","519,56497163","501,89314018","451,85364086","394,96497527","392,95662865","345,12218995","330,95708188","330,95708188","157,52391087","24,161687727",0,,,,,,,,,,,,
False,11medium,10,10,medium,"12795,600154","11239,847131","10710,615172","10247,396021","9857,583802","9351,5631569","8856,8533464","8425,7422834","8066,6539561","7815,0368614","7443,5196595","7215,5361073","7012,2214742","6682,531457","6555,3198733","6498,7383942","6302,5248231","5940,2447704","5740,1654963","5725,1472394","5206,3120382","4927,0561553","4833,0706738","4615,8320903","4470,7831383","4397,2217612","4206,5588334","3901,6935835","3792,7147075","3696,6864392","3474,1489082","3442,4913371","3166,3472967","3067,8872687","2896,1986269","2819,3207433","2761,5188112","2639,0024796","2536,1269584","2439,4717321","2422,830403","2261,6816817","2139,2670636","2126,5555068","2012,2996733","1951,2091953","1778,792136",,"1667,6697935","1583,7682158","1471,4338218","1244,8251659",,"1027,1057981","915,98345569","755,69850319","592,06733507",,"395,611493","301,62601151",,"199,19888981"
False,11medium,50,1,medium,"15213,008598","14244,485033","12200,069899","7605,0761188","3016,0789469","2790,2507507","1221,9762345","254,41396036","16,945610026",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,11medium,50,5,medium,"17720,59757","16987,321382","14826,438713","12917,616106","12667,024134","11821,235574","6323,3850855","6194,2796691","5964,0543722","5684,8476993","5335,8766324","5041,9834226","4826,5443539","4679,4836965","4328,1343714","4235,154326","4002,156457","3883,629224","3706,6927862","3640,4773807","3463,4089356","3378,0614916","3183,1099576","3013,4764485","2687,3316041","2687,3316041","2450,5020441","2259,0969148","2114,700091","1735,0028277","1168,5883093","1151,8016655","1138,8665167","1087,367392","1046,6332632","1031,5589843","989,74459764","980,70216123","910,31125621","677,71418869","519,56497163","501,89314018","451,85364086","394,96497527","392,95662865","345,12218995","330,95708188","330,95708188","157,52391087","24,161687727",0,,,,,,,,,,,
False,11medium,50,10,medium,"12795,600154","11239,847131","10926,323212","10527,385234","10142,069908","9574,5082507","9143,5136267","8669,1331871","8350,0317137","7964,6223304","7737,1555374","7215,5361073","7091,3491756","6941,8753304","6682,531457","6537,3595834","6341,784958","6302,5248231","5940,2447704","5740,1654963","5522,7957781","5206,3120382","4927,0561553","4739,8631613","4615,8320903","4470,7831383","4397,2217612","4206,5588334","3901,6935835","3792,7147075","3696,6864392","3474,1489082","3442,4913371","3166,3472967","3067,8872687","2974,6797562","2896,1986269","2761,5188112","2639,0024796","2536,1269584","2439,4717321","2422,830403","2261,6816817","2139,2670636",,"2126,5555068","2012,2996733","1951,2091953","1778,792136","1778,792136","1667,6697935","1583,7682158","1471,4338218","1244,8251659",,"1027,1057981","915,98345569","755,69850319","592,06733507",,"395,611493",
False,11medium,100,1,medium,"15213,008598","13564,338718","12048,152335","5104,0804817","3002,8825877","2790,2507507","525,359437","241,47359676","16,945610026",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,11medium,100,5,medium,"17756,569023","16987,321382","14957,425257","12917,616106","12667,024134","11821,235574","6323,3850855","6194,2796691","5964,0543722","5684,8476993","5335,8766324","5041,9834226","4826,5443539","4679,4836965","4328,1343714","4235,154326","4002,156457","3754,5272249","3706,6927862","3504,3413249","3463,4089356","3378,0614916","3149,6125044","3013,4764485","2687,3316041","2658,4799787","2450,5020441","2259,0969148","2114,700091","1735,0028277","1168,5883093","1151,8016655","1138,8665167","1087,367392","1046,6332632","1031,5589843","989,74459764","980,70216123","910,31125621","677,71418869","519,56497163","501,89314018","451,85364086","394,96497527","392,95662865","345,12218995","330,95708188","330,95708188","157,52391087","24,161687727",0,,,,,,,,,,,
False,11medium,100,10,medium,"12795,600154","11072,275649","10710,615172","10247,396021","9857,583802","9351,5631569","8669,1331871","8425,7422834","8066,6539561","7815,0368614","7527,8688994","7215,5361073","7012,2214742","6682,531457","6555,3198733","6498,7383942","6302,5248231","5940,2447704","5740,1654963","5725,1472394","5206,3120382","5038,6738032","4833,0706738","4615,8320903","4470,7831383","4397,2217612","4256,3505931","3901,6935835","3792,7147075","3696,6864392","3656,4281445","3442,4913371","3333,9855317","3067,8872687","2974,6797562","2896,1986269","2761,5188112","2639,0024796","2536,1269584","2439,4717321","2422,830403","2261,6816817","2139,2670636","2126,5555068","2012,2996733",,"1951,2091953","1778,792136","1667,6697935","1583,7682158",,"1471,4338218","1244,8251659","1027,1057981","915,98345569",,"755,69850319","592,06733507","395,611493",,"301,62601151",
False,12medium,10,1,medium,"8813,823061","7852,9682402","1005,7185055","682,94862104","595,29789546","509,41780105","504,6757813","376,00432065","205,67396235","124,68655168","122,10536266","71,339479374","41,766053387",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,12medium,10,5,medium,"16646,339961","15463,796095","14726,514111","14039,628054","13154,388786","12438,304764","11232,985016","10708,948676","10320,964051","10189,871077","9948,9998344","9420,4927415","9186,1185805","8791,0213893","8451,9137133","7999,0910541","7505,1588486","7028,360206","6736,2809176","6645,6664846","6588,813449","6274,2993343","6124,0537849","5919,3315876","5532,0206599","5502,9141812","4765,4696062","4742,297727","4584,6841439","4433,4355608","4383,9536533","4313,3470999","4199,6612712","3997,8205801","3933,9251919","3876,8868381","3521,0593731","3412,0599954","3327,5849904","3219,4311059","2821,6599747","2653,7204604","2626,4845179","2434,6100475","2171,8379676","2088,0453507","1927,571557","1550,1008093","1287,9943562","1220,2901191","948,19069802","712,83764619","211,83904178","68,470362986",0,,,,,,,
False,12medium,10,10,medium,"17701,737848","15653,942715","12739,050422","10101,067447","8609,6190277","7842,3518667","7395,9728103","7004,3028822","6357,1894381","5823,7785455","5585,3826918","5318,2875842","5065,1967402","4715,3323227","4591,7551054","4298,2078784","4082,5732582","3766,6209534","3538,7596272","3415,8992795","3308,2329213","3286,3575911","3242,4465657","3151,4400771","2884,8799277","2593,6872611","2467,4304003","2292,9831722","2225,1130362","2022,1461145","1910,7813186","1814,9029209","1738,5961425","1611,1014607","1551,8622458","1533,8602068","1377,9598123","1094,0718747","1020,0021851","905,35108276","838,59303016","781,03292538","660,84505397","572,37922042","370,67213938","203,05911075","134,47116272","27,48563751",0,,,,,,,,,,,,,
False,12medium,50,1,medium,"8939,9798216","7810,3521022","897,05793128","682,94862104","595,29789546","509,41780105","504,6757813","376,00432065","205,67396235","124,68655168","122,10536266","71,339479374","41,766053387",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,12medium,50,5,medium,"16646,339961","15463,796095","14856,312663","14039,628054","13213,628001","12630,327642","11383,437939","10753,778796","10320,964051","10189,871077","9948,9998344","9673,6737903","9294,7253677","8848,0597431","8451,9137133","8066,6343295","7697,3988514","7346,6003829","6847,3909921","6696,5772371","6643,3746311","6345,4128382","6172,2834445","5996,8858591","5919,3315876","5532,0206599","5245,0964274","4765,4696062","4639,2453259","4584,6841439","4433,4355608","4383,9536533","4274,6442193","4199,6612712","3997,8205801","3933,9251919","3876,8868381","3521,0593731","3412,0599954","3327,5849904","3219,4311059","2821,6599747","2653,7204604","2626,4845179","2434,6100475","2171,8379676","2090,7891695","2088,0453507","1927,571557","1308,0376034","1287,9943562","1080,2868816","948,19069802","712,83764619","211,83904178",0,,,,,,
False,12medium,50,10,medium,"17701,737848","15447,881332","12246,004271","9832,6761034","8373,706879","7732,4263275","7238,3592271","6797,9303123","6214,8774014","5823,7785455","5474,7211388","5203,9355385","4849,5124835","4668,4532188","4506,7236861","4203,2400374","3962,8109202","3612,9035307","3538,7596272","3355,5406352","3308,2329213","3242,4465657","3228,2180267","3076,5626752","2758,6210874","2593,6872611","2467,4304003","2225,1130362","2053,0324487","2022,1461145","1910,7813186","1738,5961425","1611,1014607","1551,8622458","1533,8602068","1377,9598123","1094,0718747","1020,0021851","905,35108276","838,59303016","781,03292538","660,84505397","572,37922042","370,67213938","203,05911075","134,47116272","27,48563751",0,,,,,,,,,,,,,,
False,12medium,100,1,medium,"8739,9642154","5740,2606401","897,05793128","682,94862104","595,29789546","509,41780105","471,86838046","349,87798329","205,67396235","124,68655168","122,10536266","71,339479374",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,12medium,100,5,medium,"16646,339961","15463,796095","14856,312663","14229,135726","13213,628001","12801,03037","11383,437939","10753,778796","10421,894829","10234,645066","9948,9998344","9673,6737903","9294,7253677","8848,0597431","8451,9137133","8306,6455428","7697,3988514","7346,6003829","6847,3909921","6696,5772371","6643,3746311","6345,4128382","6172,2834445","5996,8858591","5717,6245066","5532,0206599","5074,2785281","4765,4696062","4639,2453259","4584,6841439","4433,4355608","4319,46527","4274,6442193","4199,6612712","3997,8205801","3933,9251919","3876,8868381","3521,0593731","3412,0599954","3327,5849904","3219,4311059","2722,9035046","2653,7204604","2626,4845179","2434,6100475","2171,8379676","2088,0453507","1927,571557","1550,1008093","1287,9943562","1220,2901191","948,19069802","948,19069802","211,83904178","68,470362986",0,,,,,,
False,12medium,100,10,medium,"17951,168024","15653,942715","12832,510239","10101,067447","8609,6190277","7842,3518667","7395,9728103","7004,3028822","6357,1894381","5943,5784374","5585,3826918","5399,7717384","5138,862423","4715,3323227","4628,035641","4495,66648","4082,5732582","3766,6209534","3612,9035307","3538,7596272","3355,5406352","3308,2329213","3242,4465657","3228,2180267","3076,5626752","2758,6210874","2593,6872611","2467,4304003","2292,9831722","2053,0324487","2022,1461145","1910,7813186","1814,9029209","1738,5961425","1611,1014607","1533,8602068","1377,9598123","1094,0718747","1020,0021851","905,35108276","838,59303016","781,03292538","660,84505397","572,37922042","370,67213938","203,05911075",,"134,47116272","27,48563751",0,,,,,,,,,,,,
False,13medium,10,1,medium,"18909,578578","13493,920492","9279,9208863","9105,8040513","9025,3634298","8731,4373528","8303,7423949","8207,6523334","8117,1470849","8099,460953","7966,8939489","7934,1474948","3137,8894364","3001,6861923","1973,8490757","1744,7001556","472,23029318","171,20656205","100,25995243",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,10,5,medium,"6214,4804934","5116,2223408","3950,7588056","819,83591685","317,27874397",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,10,10,medium,"15357,982199","13979,47004","12680,978448","12429,403173","11643,90249","11216,443263","10617,904384","9875,9248047","9289,7570444","8896,4709529","8330,3175797","7692,158287","7380,255171","7143,4562082","6782,2314971","6391,2241991","6193,2827635","5799,2936264","5397,1149166","5014,8270739","4802,6960873","4458,1520347","4049,3681626","3710,733679","3092,4363486","2938,0042107","2190,9618316","1614,7556844","146,24372373",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,50,1,medium,"18834,253806","13467,37661","9279,9208863","9143,9150037","9025,3634298","8731,4373528","8303,7423949","8243,9559763","8119,3540024","8089,0829803","7966,8939489","7934,1474948","3137,8894364","3038,4599704","1973,8490757","1744,7001556","691,21868841","171,20656205","100,25995243",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,50,5,medium,"6384,7980323","5116,2223408","3950,7588056","1017,668003","317,27874397",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,50,10,medium,"15357,982199","13979,47004","12680,978448","12429,403173","11643,90249","11378,666719","10737,953609","9875,9248047","9330,7507099","8909,5619259","8379,6315485","7906,4528299","7465,5030216","7236,2078252","7074,9273081","6467,9164846","6351,8606179","5999,0805227","5652,0370037","5274,8421879","4967,2988883","4458,1520347","4174,1978788","3710,733679","3340,2310745","2938,0042107","2190,9618316","1614,7556844","1020,7142208",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,100,1,medium,"18834,253806","13426,812024","9279,9208863","9143,9150037","9025,3634298","8731,4373528","8303,7423949","8207,6523334","8117,1470849","8089,0829803","7966,8939489","7934,1474948","3137,8894364","3001,6861923","1947,0848676","1744,7001556","561,15430842","179,59363329","100,25995243",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,100,5,medium,"6519,3012135","5116,2223408","3950,7588056","1017,668003","317,27874397",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,13medium,100,10,medium,"15357,982199","13979,47004","12680,978448","12429,403173","11643,90249","11216,443263","10617,904384","9875,9248047","9330,7507099","8909,5619259","8379,6315485","7692,158287","7465,5030216","7143,4562082","6782,2314971","6467,9164846","6193,2827635","5999,0805227","5652,0370037","5014,8270739","4967,2988883","4458,1520347","4174,1978788","3862,1788411","3524,5577074","2938,0042107","2353,1900877","2035,6307951","1323,1591334","69,171024369",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,14medium,10,1,medium,"15547,078667","15029,95128","14566,668137","13950,502458","13419,839868","11533,368045","10497,6755","9958,4080578","8212,9793288","7084,0499942","5554,3957602","4738,6755027","4152,45143","3202,6689207","2961,1052861","2570,7455659","2265,347207","1977,0711258","1859,608486","1659,7773351","1600,406939","1550,8854146","1477,9103151","1451,1385458","1416,4152991","1340,9718301","1328,6331603","1277,0419655","1270,3134913",,"1142,3094536","1142,3094536","1124,282145","1097,9736675","1069,0651566","1042,3135202","997,66385311","732,63964815","732,63964815","656,65084037","602,02158403","600,11004294","600,11004294","587,07635125","534,6713088","407,13039572","305,8998203",,"130,86646079","111,46577052",,"100,14277476","61,9533019","21,760689004",0,,,,,,,
False,14medium,10,5,medium,"7808,173816","5437,4895846","3869,4207654","2378,4990173","1515,2290764","908,7737471","641,2928545","554,19441757","301,6821555","44,45342443",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,14medium,10,10,medium,"16185,884161","15319,496582","14599,40763","13528,729613","12929,946184","12255,381628","11961,358477","11623,094978","11156,814709","10791,205982","10146,672335","9977,4431182","9831,7827745","9516,5206483","9272,7315062","9079,9509231","8893,5813874","8343,0858777","7944,6548743","7774,4795667","7608,5171257","7418,7470739","7254,6802474","7254,6802474","6991,9924548","6826,1503157","6733,2459402","6627,7519258","6440,6185913","6179,5471043","6179,5471043","5902,1803516","5778,3876122","5672,1350701","5592,3270915","5493,8169804","5372,2215561","5236,2200131","4935,6774376","4883,5593499","4806,5964414","4599,157833","4516,792791","4516,792791","4221,4355005","4028,3087999","3988,5489308","3938,8043362","3844,4360627","3705,6551676","3655,910573","3552,4798977","3462,6079417","3422,243558","3372,5177372","3105,0018693","3104,3074232","2983,1698303","2902,5955778","2590,3370436","2421,1078272",
False,14medium,50,1,medium,"15343,539714","14853,149832","14639,673594","14200,273776","13547,597021","11599,221189","11022,028037","10323,771058","9259,1452819","7211,6647646","5817,1919027","4767,7710655","4293,842951","3403,541649","3007,3380017","2583,0002381","2265,347207","1955,6326188","1859,608486","1716,4620641","1600,406939","1598,0142281","1477,9103151","1451,1385458","1424,1257502","1340,9718301","1328,6331603","1289,1766749","1277,0419655","1270,3134913","1142,3094536","1142,3094536","1124,282145","1097,9736675","1069,0651566","1042,3135202","997,66385311","732,63964815","728,18796615","656,65084037","602,02158403","600,11004294","600,11004294","587,07635125","534,6713088","407,13039572",,"305,8998203","305,8998203","130,86646079","111,46577052","100,14277476","61,9533019","21,760689004",,0,,,,,,
False,14medium,50,5,medium,"8172,9551895","5437,4895846","4007,0072239","2464,9265656","1571,7698739","1061,4392484","710,37535714","554,19441757","450,37652248","44,45342443",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,14medium,50,10,medium,"16019,654849","15115,448928","14599,40763","13362,500301","12830,121696","12255,381628","11961,358477","11616,895908","10860,780471","10592,807592","10146,672335","9884,2855813","9732,1575203","9464,4317379","9272,7315062","9079,9509231","8482,7503057","8343,0858777","7944,6548743","7608,5171257","7418,7470739","7418,7470739","7254,6802474","7087,6809682","6826,1503157","6733,2459402","6627,7519258","6440,6185913","6317,9261266","6179,5471043","5902,1803516","5778,3876122","5672,1350701","5592,3270915","5493,8169804","5372,2215561","5140,0284529","4935,6774376","4883,5593499","4806,5964414","4599,157833","4516,792791","4516,792791","4028,3087999","3988,5489308","3988,5489308","3844,4360627","3705,6551676","3655,910573","3655,910573","3552,4798977","3422,243558","3372,5177372","3372,5177372","3105,0018693","2983,1698303","2902,5955778","2590,3370436",,"2421,1078272","2275,0575531",
False,14medium,100,1,medium,"15538,00859","14853,149832","14566,668137","14086,52885","13279,790514","11400,694832","10497,6755","10139,479515","8364,0108622","7084,0499942","5449,9392414","4767,7710655","4248,6711756","3403,541649","2961,1052861","2583,0002381","2265,347207","1955,6326188","1859,608486","1659,7773351","1600,406939","1598,0142281","1477,9103151","1424,1257502","1416,4152991","1340,9718301","1328,6331603","1277,0419655","1277,0419655","1176,8106693","1142,3094536","1142,3094536","1124,282145","1097,9736675","1042,3135202","997,66385311","740,1828894","732,63964815","728,18796615","656,65084037","602,02158403","600,11004294","587,07635125","587,07635125","534,6713088","407,13039572",,"305,8998203","130,86646079",,"111,46577052","100,14277476","61,9533019","21,760689004",0,,,,,,,
False,14medium,100,5,medium,"7706,8554994","5437,4895846","3869,4207654","2378,4990173","1515,2290764","908,7737471","641,2928545","554,19441757","450,37652248","44,45342443",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,14medium,100,10,medium,"16185,884161","15319,496582","14599,40763","13674,259147","12929,946184","12463,388104","11961,358477","11623,094978","11156,814709","10791,205982","10354,205417","9977,4431182","9831,7827745","9516,5206483","9464,4317379","9120,0649909","8893,5813874","8482,7503057","8343,0858777","7944,6548743","7608,5171257","7418,7470739","7254,6802474","7254,6802474","7087,6809682","6826,1503157","6733,2459402","6627,7519258","6440,6185913","6317,9261266","6179,5471043","5902,1803516","5778,3876122","5672,1350701","5592,3270915","5493,8169804","5372,2215561","5236,2200131","5140,0284529","4935,6774376","4883,5593499","4806,5964414","4599,157833","4516,792791","4221,4355005","4028,3087999","3988,5489308","3938,8043362","3844,4360627","3705,6551676","3655,910573","3552,4798977","3462,6079417","3422,243558","3372,5177372","3372,5177372","3105,0018693","2983,1698303",,"2902,5955778","2590,3370436",
False,15medium,10,1,medium,"16421,671706","7800,6740346","7543,183999","5908,5381598","5791,2088286","5757,7151419","5663,2967354","5413,5248082","5377,7952528","5249,5969177","5194,3840591","5081,2090153","5078,9400243","5073,7972264","5032,0120042","4970,1057055","4907,7093698","4827,4535412","4827,4535412","4770,356414","4732,1829112","4702,6818872","4546,6696334","4470,7616817","4209,1755095","4183,2174273","4132,2597679","4092,2286993",,"4084,9182732","4011,8939101","3981,1856656","3942,448013","3767,0912263","3677,7797538","3599,6649358","3521,7675","3521,7675","3324,8975472",,"3265,8255748","3265,1003185","3264,1542462","3242,6636662","3122,5141381","3078,7203338","2981,2309071","2980,2848348","2980,2848348","2907,9351459","2843,3089033","2753,9974307","2752,9896878","2634,2116347",,"2590,0518317","2541,8243698","2540,9707492","2498,783427",,"2498,2352931",
False,15medium,10,5,medium,"11993,34053","11604,344463","11124,635205","10826,776169","10351,439964","10085,053619","8979,9401264","8767,9973321","8457,1885068","8316,3585745","7832,4646548","7481,7595859","7331,7100098","7142,8779452","6996,2075984","6827,0543782","6588,9366436","6499,9024721","5917,0514449","4554,6386855","3869,8445866","3755,0227136","2764,8529104","2564,3749315","2090,2708057","1659,6302449","1602,5331177","1463,6598112","1332,2282184","1122,320124","1045,9070229","881,3240893","761,20646925","615,69789149","469,36912098","420,39931111","383,71095106","355,40720892","256,57171232","213,0329958","194,38217331","114,50318098",0,,,,,,,,,,,,,,,,,,,
False,15medium,10,10,medium,"12691,174885","11226,708527","10403,977502","10141,850704","9879,7008214","9521,2078958","9221,1631926","9049,2829657","8716,7523959","8457,4683421","8314,3361214","8085,7885265","7939,1181796","7825,2409986","7597,0390477","7424,7866021","7215,8433813","7097,9879393","6993,3776585","6873,8841955","6347,207804","6249,6446553","6118,310784","5871,8891814","5605,5028372","5437,2139743","5177,5049965","5097,4511248","4963,3167919","4809,3790767","4626,263309","4507,9239518","4353,1375337","4234,487644","4124,0256595","4018,6736879","3880,3547206","3824,1446155","3761,7048309","3685,2917298","3640,3539072","3563,9408061","3511,7087469","3383,1642238","3291,6200879","3189,6600503","3159,1082896","3088,8478161","2915,7236929","2810,4827062","2565,6609508","2508,7124502","2441,2261132","2412,5164439","2334,455658","2078,8235351","2046,4549077","1872,1451813","1699,1265594","1559,8272043","1547,4962605",
