Column 1,unique_id,random order,first x,tabu tenure,Label,Label 2,Goalfunction
1,10large,False,1,50,11 — 12,12,"25398,681018"
1,10large,False,1,50,12 — 13,13,"25310,238544"
1,10large,False,1,50,13 — 14,14,"25122,392914"
1,10large,False,1,50,14 — 15,15,"24900,216775"
1,10large,False,1,50,15 — 16,16,"24665,573321"
1,10large,False,1,50,16 — 17,17,"24473,712878"
1,10large,False,1,50,17 — 18,18,"21439,482001"
1,10large,False,1,50,18 — 19,19,"20122,706198"
1,10large,False,1,50,19 — 20,20,"17949,390168"
1,10large,False,1,50,20 — 21,21,"17800,499321"
1,10large,False,1,50,21 — 22,22,"17366,264293"
1,10large,False,1,50,22 — 23,23,"16388,810698"
1,10large,False,1,50,23 — 24,24,"14627,780231"
1,10large,False,1,50,24 — 25,25,"11035,582315"
1,10large,False,1,50,25 — 26,26,"10036,278187"
1,10large,False,1,50,26 — 27,27,"9840,2118606"
1,10large,False,1,50,27 — 28,28,"9708,4398489"
1,10large,False,1,50,28 — 29,29,"9673,9482708"
1,10large,False,1,50,29 — 30,30,"9280,3631066"
1,10large,False,1,50,30 — 31,31,"7795,6916368"
1,10large,False,1,50,31 — 32,32,"7734,2255768"
1,10large,False,1,50,32 — 33,33,"7719,0902019"
1,10large,False,1,50,33 — 34,34,"7705,9695724"
1,10large,False,1,50,34 — 35,35,"6525,6578364"
1,10large,False,1,50,35 — 36,36,"3383,5133547"
1,10large,False,1,50,36 — 37,37,"2383,8715705"
1,10large,False,1,50,37 — 38,38,"2316,957711"
1,10large,False,1,50,38 — 39,39,"2244,8314784"
1,10large,False,1,50,39 — 40,40,"2228,3006728"
1,10large,False,1,50,40 — 41,41,"2159,2454104"
1,10large,False,1,50,41 — 42,42,"1996,2439743"
1,10large,False,1,50,42 — 43,43,"1996,2439743"
1,10large,False,1,50,43 — 44,44,"1966,6275843"
1,10large,False,1,50,44 — 45,45,"1952,9040949"
1,10large,False,1,50,45 — 46,46,"1952,9040949"
1,10large,False,1,50,46 — 47,47,"1917,1941042"
1,10large,False,1,50,47 — 48,48,"1917,1941042"
1,10large,False,1,50,48 — 49,49,"1882,033779"
1,10large,False,1,50,49 — 50,50,"1882,033779"
1,10large,False,1,50,50 — 51,51,"1860,1045653"
1,10large,False,1,50,51 — 52,52,"1860,1045653"
1,10large,False,1,50,52 — 53,53,"1805,2959942"
1,10large,False,1,50,53 — 54,54,"1805,2959942"
1,10large,False,1,50,54 — 55,55,"1805,2959942"
1,10large,False,1,50,55 — 56,56,"1793,2024035"
1,10large,False,1,50,56 — 57,57,"1793,2024035"
1,10large,False,1,50,57 — 58,58,"1784,0568337"
1,10large,False,1,50,58 — 59,59,"1784,0568337"
1,10large,False,1,50,59 — 60,60,"1784,0568337"
1,10large,False,1,50,60 — 61,61,"1757,055195"
2,10large,False,1,100,0 — 1,1,"33444,952584"
2,10large,False,1,100,1 — 2,2,"33302,420512"
2,10large,False,1,100,2 — 3,3,"32884,580395"
2,10large,False,1,100,3 — 4,4,"32794,284206"
2,10large,False,1,100,4 — 5,5,"32754,157113"
2,10large,False,1,100,5 — 6,6,"32678,029468"
2,10large,False,1,100,6 — 7,7,"32571,640644"
2,10large,False,1,100,7 — 8,8,"31609,063505"
2,10large,False,1,100,8 — 9,9,"25972,092712"
2,10large,False,1,100,9 — 10,10,"25834,932622"
2,10large,False,1,100,10 — 11,11,"25507,273479"
2,10large,False,1,100,11 — 12,12,"25488,980756"
2,10large,False,1,100,12 — 13,13,"25398,681018"
2,10large,False,1,100,13 — 14,14,"25310,238544"
2,10large,False,1,100,14 — 15,15,"25122,392914"
2,10large,False,1,100,15 — 16,16,"24900,216775"
2,10large,False,1,100,16 — 17,17,"24665,573321"
2,10large,False,1,100,17 — 18,18,"22456,843847"
2,10large,False,1,100,18 — 19,19,"20352,377515"
2,10large,False,1,100,19 — 20,20,"20026,635024"
2,10large,False,1,100,20 — 21,21,"17945,76556"
2,10large,False,1,100,21 — 22,22,"17613,876288"
2,10large,False,1,100,22 — 23,23,"17234,356847"
2,10large,False,1,100,23 — 24,24,"15144,214377"
2,10large,False,1,100,24 — 25,25,"11144,986131"
2,10large,False,1,100,25 — 26,26,"10203,170016"
2,10large,False,1,100,26 — 27,27,"9930,3439764"
2,10large,False,1,100,27 — 28,28,"9756,4572635"
2,10large,False,1,100,28 — 29,29,"9673,9482708"
2,10large,False,1,100,29 — 30,30,"9410,0090223"
2,10large,False,1,100,30 — 31,31,"9125,2450774"
2,10large,False,1,100,31 — 32,32,"7795,6916368"
2,10large,False,1,100,32 — 33,33,"7726,6529738"
2,10large,False,1,100,33 — 34,34,"7719,0902019"
2,10large,False,1,100,34 — 35,35,"7688,50183"
2,10large,False,1,100,35 — 36,36,"5679,4947962"
2,10large,False,1,100,36 — 37,37,"2383,8715705"
2,10large,False,1,100,37 — 38,38,"2316,957711"
2,10large,False,1,100,38 — 39,39,"2316,957711"
2,10large,False,1,100,39 — 40,40,"2228,3006728"
2,10large,False,1,100,40 — 41,41,"2159,2454104"
2,10large,False,1,100,41 — 42,42,"2030,7219214"
2,10large,False,1,100,42 — 43,43,"1996,2439743"
2,10large,False,1,100,43 — 44,44,"1966,6275843"
2,10large,False,1,100,44 — 45,45,"1966,6275843"
2,10large,False,1,100,45 — 46,46,"1952,9040949"
2,10large,False,1,100,46 — 47,47,"1917,1941042"
2,10large,False,1,100,47 — 48,48,"1917,1941042"
2,10large,False,1,100,48 — 49,49,"1882,033779"
2,10large,False,1,100,49 — 50,50,"1882,033779"
2,10large,False,1,100,50 — 51,51,"1860,1045653"
2,10large,False,1,100,51 — 52,52,"1860,1045653"
2,10large,False,1,100,52 — 53,53,"1805,2959942"
2,10large,False,1,100,53 — 54,54,"1805,2959942"
2,10large,False,1,100,54 — 55,55,"1793,2024035"
2,10large,False,1,100,55 — 56,56,"1793,2024035"
2,10large,False,1,100,56 — 57,57,"1784,0568337"
2,10large,False,1,100,57 — 58,58,"1784,0568337"
2,10large,False,1,100,58 — 59,59,"1784,0568337"
2,10large,False,1,100,59 — 60,60,"1757,055195"
2,10large,False,1,100,60 — 61,61,"1747,2051255"
3,10large,False,5,10,0 — 1,1,"39281,234354"
3,10large,False,5,10,1 — 2,2,"38531,297243"
3,10large,False,5,10,2 — 3,3,"37983,152885"
3,10large,False,5,10,3 — 4,4,"37547,431923"
3,10large,False,5,10,4 — 5,5,"33777,79383"
3,10large,False,5,10,5 — 6,6,"33230,924353"
3,10large,False,5,10,6 — 7,7,"32999,80647"
3,10large,False,5,10,7 — 8,8,"32697,70941"
3,10large,False,5,10,8 — 9,9,"32473,155063"
3,10large,False,5,10,9 — 10,10,"32168,366077"
3,10large,False,5,10,10 — 11,11,"31845,847011"
3,10large,False,5,10,11 — 12,12,"31492,756042"
3,10large,False,5,10,12 — 13,13,"31350,213084"
3,10large,False,5,10,13 — 14,14,"31160,317193"
3,10large,False,5,10,14 — 15,15,"30901,323503"
3,10large,False,5,10,15 — 16,16,"30453,907563"
3,10large,False,5,10,16 — 17,17,"30107,814381"
3,10large,False,5,10,17 — 18,18,"30084,641079"
3,10large,False,5,10,18 — 19,19,"29844,985403"
3,10large,False,5,10,19 — 20,20,"29357,220417"
3,10large,False,5,10,20 — 21,21,"29198,684545"
3,10large,False,5,10,21 — 22,22,"28922,557685"
3,10large,False,5,10,22 — 23,23,"28791,859417"
3,10large,False,5,10,23 — 24,24,"28549,883393"
3,10large,False,5,10,24 — 25,25,"27993,501666"
3,10large,False,5,10,25 — 26,26,"26842,730926"
3,10large,False,5,10,26 — 27,27,"26375,717146"
3,10large,False,5,10,27 — 28,28,"26262,480496"
3,10large,False,5,10,28 — 29,29,"25491,057523"
3,10large,False,5,10,29 — 30,30,"24679,957962"
3,10large,False,5,10,30 — 31,31,"24373,345206"
3,10large,False,5,10,31 — 32,32,"24316,344791"
3,10large,False,5,10,32 — 33,33,"24155,343887"
3,10large,False,5,10,33 — 34,34,"24087,675514"
3,10large,False,5,10,34 — 35,35,"23866,212826"
3,10large,False,5,10,35 — 36,36,"23840,022686"
3,10large,False,5,10,36 — 37,37,"23584,539289"
3,10large,False,5,10,37 — 38,38,"23231,566681"
3,10large,False,5,10,38 — 39,39,"23008,340113"
3,10large,False,5,10,39 — 40,40,"22850,102544"
3,10large,False,5,10,40 — 41,41,"22762,965859"
3,10large,False,5,10,41 — 42,42,"22531,232514"
3,10large,False,5,10,42 — 43,43,"22531,232514"
3,10large,False,5,10,43 — 44,44,"22178,094063"
3,10large,False,5,10,44 — 45,45,"21895,091908"
3,10large,False,5,10,45 — 46,46,"21895,091908"
3,10large,False,5,10,46 — 47,47,"21818,895761"
3,10large,False,5,10,47 — 48,48,"21700,006262"
3,10large,False,5,10,48 — 49,49,"21511,258566"
3,10large,False,5,10,49 — 50,50,"21511,258566"
3,10large,False,5,10,50 — 51,51,"21465,113387"
3,10large,False,5,10,51 — 52,52,"21392,383394"
3,10large,False,5,10,52 — 53,53,"21392,383394"
3,10large,False,5,10,53 — 54,54,"21352,608147"
3,10large,False,5,10,54 — 55,55,"21352,608147"
3,10large,False,5,10,55 — 56,56,"21086,31774"
3,10large,False,5,10,56 — 57,57,"21047,015567"
3,10large,False,5,10,57 — 58,58,"20881,753741"
3,10large,False,5,10,58 — 59,59,"20694,131532"
3,10large,False,5,10,59 — 60,60,"20694,131532"
3,10large,False,5,10,60 — 61,61,"20565,608044"
4,10large,False,5,50,0 — 1,1,"39281,234354"
4,10large,False,5,50,1 — 2,2,"38531,297243"
4,10large,False,5,50,2 — 3,3,"37983,152885"
4,10large,False,5,50,3 — 4,4,"37393,980001"
4,10large,False,5,50,4 — 5,5,"33346,163752"
4,10large,False,5,50,5 — 6,6,"33033,429248"
4,10large,False,5,50,6 — 7,7,"32749,533844"
4,10large,False,5,50,7 — 8,8,"32683,177161"
4,10large,False,5,50,8 — 9,9,"32332,976288"
4,10large,False,5,50,9 — 10,10,"32168,366077"
4,10large,False,5,50,10 — 11,11,"31623,670872"
4,10large,False,5,50,11 — 12,12,"31456,948282"
4,10large,False,5,50,12 — 13,13,"31183,490495"
4,10large,False,5,50,13 — 14,14,"30993,594603"
4,10large,False,5,50,14 — 15,15,"30635,691497"
4,10large,False,5,50,15 — 16,16,"30290,635289"
4,10large,False,5,50,16 — 17,17,"30084,641079"
4,10large,False,5,50,17 — 18,18,"30003,58541"
4,10large,False,5,50,18 — 19,19,"29525,914368"
4,10large,False,5,50,19 — 20,20,"29357,220417"
4,10large,False,5,50,20 — 21,21,"29004,473938"
4,10large,False,5,50,21 — 22,22,"28922,557685"
4,10large,False,5,50,22 — 23,23,"28791,859417"
4,10large,False,5,50,23 — 24,24,"28475,165319"
4,10large,False,5,50,24 — 25,25,"27221,546081"
4,10large,False,5,50,25 — 26,26,"26375,717146"
4,10large,False,5,50,26 — 27,27,"26262,480496"
4,10large,False,5,50,27 — 28,28,"25491,057523"
4,10large,False,5,50,28 — 29,29,"24679,957962"
4,10large,False,5,50,29 — 30,30,"24532,09811"
4,10large,False,5,50,30 — 31,31,"24316,344791"
4,10large,False,5,50,31 — 32,32,"24218,569006"
4,10large,False,5,50,32 — 33,33,"24155,343887"
4,10large,False,5,50,33 — 34,34,"23866,212826"
4,10large,False,5,50,34 — 35,35,"23840,022686"
4,10large,False,5,50,35 — 36,36,"23584,539289"
4,10large,False,5,50,36 — 37,37,"23231,566681"
4,10large,False,5,50,37 — 38,38,"23008,340113"
4,10large,False,5,50,38 — 39,39,"22850,102544"
4,10large,False,5,50,39 — 40,40,"22786,877424"
4,10large,False,5,50,40 — 41,41,"22762,965859"
4,10large,False,5,50,41 — 42,42,"22531,232514"
4,10large,False,5,50,42 — 43,43,"22423,929588"
4,10large,False,5,50,43 — 44,44,"22178,094063"
4,10large,False,5,50,44 — 45,45,"21895,091908"
4,10large,False,5,50,45 — 46,46,"21818,895761"
4,10large,False,5,50,46 — 47,47,"21700,006262"
4,10large,False,5,50,47 — 48,48,"21700,006262"
4,10large,False,5,50,48 — 49,49,"21511,258566"
4,10large,False,5,50,49 — 50,50,"21511,258566"
4,10large,False,5,50,50 — 51,51,"21465,113387"
4,10large,False,5,50,51 — 52,52,"21392,383394"
4,10large,False,5,50,52 — 53,53,"21392,383394"
4,10large,False,5,50,53 — 54,54,"21352,608147"
4,10large,False,5,50,54 — 55,55,"21352,608147"
4,10large,False,5,50,55 — 56,56,"21086,31774"
4,10large,False,5,50,56 — 57,57,"21047,015567"
4,10large,False,5,50,57 — 58,58,"20881,753741"
4,10large,False,5,50,58 — 59,59,"20881,753741"
4,10large,False,5,50,59 — 60,60,"20694,131532"
4,10large,False,5,50,60 — 61,61,"20565,608044"
5,10large,False,5,100,0 — 1,1,"39281,234354"
5,10large,False,5,100,1 — 2,2,"38531,297243"
5,10large,False,5,100,2 — 3,3,"37983,152885"
5,10large,False,5,100,3 — 4,4,"37393,980001"
5,10large,False,5,100,4 — 5,5,"33346,163752"
5,10large,False,5,100,5 — 6,6,"33033,429248"
5,10large,False,5,100,6 — 7,7,"32749,533844"
5,10large,False,5,100,7 — 8,8,"32683,177161"
5,10large,False,5,100,8 — 9,9,"32332,976288"
5,10large,False,5,100,9 — 10,10,"32168,366077"
5,10large,False,5,100,10 — 11,11,"31623,670872"
5,10large,False,5,100,11 — 12,12,"31456,948282"
5,10large,False,5,100,12 — 13,13,"31183,490495"
5,10large,False,5,100,13 — 14,14,"30993,594603"
5,10large,False,5,100,14 — 15,15,"30635,691497"
5,10large,False,5,100,15 — 16,16,"30290,635289"
5,10large,False,5,100,16 — 17,17,"30084,641079"
5,10large,False,5,100,17 — 18,18,"30003,58541"
5,10large,False,5,100,18 — 19,19,"29525,914368"
5,10large,False,5,100,19 — 20,20,"29357,220417"
5,10large,False,5,100,20 — 21,21,"29004,473938"
5,10large,False,5,100,21 — 22,22,"28922,557685"
5,10large,False,5,100,22 — 23,23,"28791,859417"
5,10large,False,5,100,23 — 24,24,"28475,165319"
5,10large,False,5,100,24 — 25,25,"27066,695481"
5,10large,False,5,100,25 — 26,26,"26375,717146"
5,10large,False,5,100,26 — 27,27,"26262,480496"
5,10large,False,5,100,27 — 28,28,"25491,057523"
5,10large,False,5,100,28 — 29,29,"24679,957962"
5,10large,False,5,100,29 — 30,30,"24532,09811"
5,10large,False,5,100,30 — 31,31,"24316,344791"
5,10large,False,5,100,31 — 32,32,"24218,569006"
5,10large,False,5,100,32 — 33,33,"24087,675514"
5,10large,False,5,100,33 — 34,34,"23866,212826"
5,10large,False,5,100,34 — 35,35,"23840,022686"
5,10large,False,5,100,35 — 36,36,"23584,539289"
5,10large,False,5,100,36 — 37,37,"23231,566681"
5,10large,False,5,100,37 — 38,38,"23008,340113"
5,10large,False,5,100,38 — 39,39,"22850,102544"
5,10large,False,5,100,39 — 40,40,"22786,877424"
5,10large,False,5,100,40 — 41,41,"22762,965859"
5,10large,False,5,100,41 — 42,42,"22531,232514"
5,10large,False,5,100,42 — 43,43,"22423,929588"
5,10large,False,5,100,43 — 44,44,"22178,094063"
5,10large,False,5,100,44 — 45,45,"21895,091908"
5,10large,False,5,100,45 — 46,46,"21818,895761"
5,10large,False,5,100,46 — 47,47,"21700,006262"
5,10large,False,5,100,47 — 48,48,"21511,258566"
5,10large,False,5,100,48 — 49,49,"21511,258566"
5,10large,False,5,100,49 — 50,50,"21465,113387"
5,10large,False,5,100,50 — 51,51,"21392,383394"
5,10large,False,5,100,51 — 52,52,"21392,383394"
5,10large,False,5,100,52 — 53,53,"21352,608147"
5,10large,False,5,100,53 — 54,54,"21352,608147"
5,10large,False,5,100,54 — 55,55,"21086,31774"
5,10large,False,5,100,55 — 56,56,"21047,015567"
5,10large,False,5,100,56 — 57,57,"20881,753741"
5,10large,False,5,100,57 — 58,58,"20694,131532"
5,10large,False,5,100,58 — 59,59,"20694,131532"
5,10large,False,5,100,59 — 60,60,"20565,608044"
5,10large,False,5,100,60 — 61,61,"20547,942467"
6,10large,False,10,10,0 — 1,1,"41025,899674"
6,10large,False,10,10,1 — 2,2,"40049,78072"
6,10large,False,10,10,2 — 3,3,"39303,605903"
6,10large,False,10,10,3 — 4,4,"37286,332999"
6,10large,False,10,10,4 — 5,5,"34464,695582"
6,10large,False,10,10,5 — 6,6,"33516,997618"
6,10large,False,10,10,6 — 7,7,"33233,744346"
6,10large,False,10,10,7 — 8,8,"32898,461255"
6,10large,False,10,10,8 — 9,9,"32792,536337"
6,10large,False,10,10,9 — 10,10,"32399,613456"
6,10large,False,10,10,10 — 11,11,"32126,155669"
6,10large,False,10,10,11 — 12,12,"31724,478378"
6,10large,False,10,10,12 — 13,13,"31119,353157"
6,10large,False,10,10,13 — 14,14,"30733,98961"
6,10large,False,10,10,14 — 15,15,"30493,593046"
6,10large,False,10,10,15 — 16,16,"30087,460547"
6,10large,False,10,10,16 — 17,17,"29876,849913"
6,10large,False,10,10,17 — 18,18,"29606,170852"
6,10large,False,10,10,18 — 19,19,"29417,688809"
6,10large,False,10,10,19 — 20,20,"28852,183183"
6,10large,False,10,10,20 — 21,21,"28442,923814"
6,10large,False,10,10,21 — 22,22,"28209,097449"
6,10large,False,10,10,22 — 23,23,"27829,667023"
6,10large,False,10,10,23 — 24,24,"27410,023611"
6,10large,False,10,10,24 — 25,25,"27226,75167"
6,10large,False,10,10,25 — 26,26,"27009,586644"
6,10large,False,10,10,26 — 27,27,"26929,887808"
6,10large,False,10,10,27 — 28,28,"26615,086418"
6,10large,False,10,10,28 — 29,29,"26066,309279"
6,10large,False,10,10,29 — 30,30,"25691,049057"
6,10large,False,10,10,30 — 31,31,"25427,826738"
6,10large,False,10,10,31 — 32,32,"25300,02767"
6,10large,False,10,10,32 — 33,33,"25107,322269"
6,10large,False,10,10,33 — 34,34,"24978,062848"
6,10large,False,10,10,34 — 35,35,"24732,688594"
6,10large,False,10,10,35 — 36,36,"24425,583118"
6,10large,False,10,10,36 — 37,37,"24317,520198"
6,10large,False,10,10,37 — 38,38,"23935,995138"
6,10large,False,10,10,38 — 39,39,"23811,268656"
6,10large,False,10,10,39 — 40,40,"23703,965731"
6,10large,False,10,10,40 — 41,41,"23226,39686"
6,10large,False,10,10,41 — 42,42,"23226,39686"
6,10large,False,10,10,42 — 43,43,"22943,394705"
6,10large,False,10,10,43 — 44,44,"22626,237812"
6,10large,False,10,10,44 — 45,45,"22475,481859"
6,10large,False,10,10,45 — 46,46,"22221,783709"
6,10large,False,10,10,46 — 47,47,"22128,332983"
6,10large,False,10,10,47 — 48,48,"21922,223852"
6,10large,False,10,10,48 — 49,49,"21848,380819"
6,10large,False,10,10,49 — 50,50,"21719,401251"
6,10large,False,10,10,50 — 51,51,"21519,488186"
6,10large,False,10,10,51 — 52,52,"21519,488186"
6,10large,False,10,10,52 — 53,53,"21387,337009"
6,10large,False,10,10,53 — 54,54,"21288,591322"
6,10large,False,10,10,54 — 55,55,"21190,850383"
6,10large,False,10,10,55 — 56,56,"21087,595543"
6,10large,False,10,10,56 — 57,57,"21087,595543"
6,10large,False,10,10,57 — 58,58,"20944,933424"
6,10large,False,10,10,58 — 59,59,"20886,134062"
6,10large,False,10,10,59 — 60,60,"20886,134062"
6,10large,False,10,10,60 — 61,61,"20810,823867"
7,10large,False,10,50,0 — 1,1,"41025,899674"
7,10large,False,10,50,1 — 2,2,"40049,78072"
7,10large,False,10,50,2 — 3,3,"39303,605903"
7,10large,False,10,50,3 — 4,4,"37535,060553"
7,10large,False,10,50,4 — 5,5,"35009,390787"
7,10large,False,10,50,5 — 6,6,"33516,997618"
7,10large,False,10,50,6 — 7,7,"33233,744346"
7,10large,False,10,50,7 — 8,8,"32898,461255"
7,10large,False,10,50,8 — 9,9,"32844,360771"
7,10large,False,10,50,9 — 10,10,"32542,263711"
7,10large,False,10,50,10 — 11,11,"32268,698627"
7,10large,False,10,50,11 — 12,12,"31879,328978"
7,10large,False,10,50,12 — 13,13,"31545,748917"
7,10large,False,10,50,13 — 14,14,"31119,353157"
7,10large,False,10,50,14 — 15,15,"30733,98961"
7,10large,False,10,50,15 — 16,16,"30493,593046"
7,10large,False,10,50,16 — 17,17,"30087,460547"
7,10large,False,10,50,17 — 18,18,"29876,849913"
7,10large,False,10,50,18 — 19,19,"29606,170852"
7,10large,False,10,50,19 — 20,20,"29205,155792"
7,10large,False,10,50,20 — 21,21,"28628,956615"
7,10large,False,10,50,21 — 22,22,"28442,923814"
7,10large,False,10,50,22 — 23,23,"28209,097449"
7,10large,False,10,50,23 — 24,24,"27829,667023"
7,10large,False,10,50,24 — 25,25,"27410,023611"
7,10large,False,10,50,25 — 26,26,"27226,75167"
7,10large,False,10,50,26 — 27,27,"27158,840104"
7,10large,False,10,50,27 — 28,28,"27009,586644"
7,10large,False,10,50,28 — 29,29,"26881,556155"
7,10large,False,10,50,29 — 30,30,"26615,086418"
7,10large,False,10,50,30 — 31,31,"26066,309279"
7,10large,False,10,50,31 — 32,32,"25691,049057"
7,10large,False,10,50,32 — 33,33,"25427,826738"
7,10large,False,10,50,33 — 34,34,"25300,02767"
7,10large,False,10,50,34 — 35,35,"25107,322269"
7,10large,False,10,50,35 — 36,36,"24978,062848"
7,10large,False,10,50,36 — 37,37,"24732,688594"
7,10large,False,10,50,37 — 38,38,"24425,583118"
7,10large,False,10,50,38 — 39,39,"24317,520198"
7,10large,False,10,50,39 — 40,40,"24155,892686"
7,10large,False,10,50,40 — 41,41,"23811,268656"
7,10large,False,10,50,41 — 42,42,"23703,965731"
7,10large,False,10,50,42 — 43,43,"23472,232385"
7,10large,False,10,50,43 — 44,44,"23226,39686"
7,10large,False,10,50,44 — 45,45,"22943,394705"
7,10large,False,10,50,45 — 46,46,"22943,394705"
7,10large,False,10,50,46 — 47,47,"22475,481859"
7,10large,False,10,50,47 — 48,48,"22221,783709"
7,10large,False,10,50,48 — 49,49,"22128,332983"
7,10large,False,10,50,49 — 50,50,"22128,332983"
7,10large,False,10,50,50 — 51,51,"21922,223852"
7,10large,False,10,50,51 — 52,52,"21848,380819"
7,10large,False,10,50,52 — 53,53,"21719,401251"
7,10large,False,10,50,53 — 54,54,"21519,488186"
7,10large,False,10,50,54 — 55,55,"21387,337009"
7,10large,False,10,50,55 — 56,56,"21387,337009"
7,10large,False,10,50,56 — 57,57,"21288,591322"
7,10large,False,10,50,57 — 58,58,"21190,850383"
7,10large,False,10,50,58 — 59,59,"21087,595543"
7,10large,False,10,50,59 — 60,60,"21087,595543"
7,10large,False,10,50,60 — 61,61,"20944,933424"
8,10large,False,10,100,0 — 1,1,"41025,899674"
8,10large,False,10,100,1 — 2,2,"40049,78072"
8,10large,False,10,100,2 — 3,3,"39432,129392"
8,10large,False,10,100,3 — 4,4,"38090,15601"
8,10large,False,10,100,4 — 5,5,"35555,456301"
8,10large,False,10,100,5 — 6,6,"33793,584835"
8,10large,False,10,100,6 — 7,7,"33233,744346"
8,10large,False,10,100,7 — 8,8,"33029,376084"
8,10large,False,10,100,8 — 9,9,"32844,360771"
8,10large,False,10,100,9 — 10,10,"32399,613456"
8,10large,False,10,100,10 — 11,11,"32126,155669"
8,10large,False,10,100,11 — 12,12,"31724,478378"
8,10large,False,10,100,12 — 13,13,"31324,795251"
8,10large,False,10,100,13 — 14,14,"31119,353157"
8,10large,False,10,100,14 — 15,15,"30733,98961"
8,10large,False,10,100,15 — 16,16,"30493,593046"
8,10large,False,10,100,16 — 17,17,"30087,460547"
8,10large,False,10,100,17 — 18,18,"29876,849913"
8,10large,False,10,100,18 — 19,19,"29606,170852"
8,10large,False,10,100,19 — 20,20,"29417,688809"
8,10large,False,10,100,20 — 21,21,"28852,183183"
8,10large,False,10,100,21 — 22,22,"28628,956615"
8,10large,False,10,100,22 — 23,23,"28209,097449"
8,10large,False,10,100,23 — 24,24,"27829,667023"
